zone,direction,lat,lng,source_area,destination_area,road_name,road_type,highway_type,junction_type,road_width_estimate,speed_limit,traffic_signal_density,intersection_density,commercial_density,nightlife_density,hospital_density,flood_risk,crime_score,event_frequency,poi_density,adjacency_count,lighting_score,cctv_density_estimate,police_station_distance,activity_score,infrastructure_score,connectivity_score,isolated_area_score,road_risk_score,congestion_score,travel_time_estimate,weather_exposure_score,time_risk,score_crime,score_lighting,score_activity,score_event,score_road,score_infra,score_cctv,score_police,score_poi,micro_risk,meso_risk,macro_risk,behavioural_adj,poi_interaction,time_multiplier,time_context,final_risk_score,contextual_risk,confidence_score,uncertainty_level,risk_band
NORTH BANGALORE,Bi-directional,13.037628,77.59676,Hebbal,Hebbal,,tertiary,tertiary,none,7.5m,30.0,0.23,0.68,0.7,0.277,0.458,0.224,0.395,0.171,0.484,6,0.426,0.3437,0.2647,0.2235,0.7222,0.5681,0.7115,0.5155,0.6253,14.81,0.4727,0.369,0.4631,0.861,0.2235,0.1179,0.3216,0.2778,0.3437,0.2647,0.2642,0.5165,0.5541,0.6131,0.0,-0.0168,1.0951,late_night,24.48,57.34,0.6806,0.4121,Low
NORTH BANGALORE,Bi-directional,13.038714,77.59535,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.1,0.56,0.522,0.224,0.101,0.131,0.384,0.07,0.36,6,0.3446,0.2768,0.423,0.1665,0.6686,0.4772,0.9122,0.5549,0.5694,10.88,0.3999,0.496,0.3324,0.9832,0.1665,0.0658,0.3179,0.3314,0.2768,0.423,0.1967,0.5612,0.5522,0.6131,0.18,-0.0105,1.0951,late_night,64.62,80.62,0.6752,0.4121,High
NORTH BANGALORE,Bi-directional,13.031386,77.59006,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.59,0.24,0.614,0.237,0.309,0.055,0.392,0.189,0.259,6,0.3603,0.285,0.5102,0.1846,0.6673,0.4771,0.7445,0.5459,0.5503,13.71,0.3391,0.452,0.4699,0.9595,0.1846,0.0851,0.3219,0.3327,0.285,0.5102,0.1298,0.5735,0.5738,0.6131,0.18,-0.0021,1.0951,late_night,76.94,82.94,0.3999,0.7778,High
NORTH BANGALORE,Bi-directional,13.036841,77.593605,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.41,0.4,0.509,0.229,0.482,0.251,0.37,0.078,0.418,6,0.3736,0.3117,0.5435,0.1629,0.7079,0.5011,0.8149,0.5542,0.5699,14.24,0.4007,0.484,0.444,0.9396,0.1629,0.0633,0.3116,0.2921,0.3117,0.5435,0.1945,0.5696,0.5522,0.6131,0.18,-0.0068,1.0951,late_night,61.57,81.58,0.6739,0.4121,High
NORTH BANGALORE,Bi-directional,13.037241,77.59122,Hebbal,Hebbal,SS Ashram Road,tertiary,tertiary,none,7.5m,30.0,0.22,0.3,0.701,0.247,0.148,0.086,0.221,0.122,0.488,6,0.3847,0.3335,0.4572,0.2102,0.7079,0.5143,0.8966,0.4884,0.5127,11.97,0.4134,0.396,0.2568,0.9229,0.2102,0.0641,0.3016,0.2921,0.3335,0.4572,0.1731,0.5288,0.5763,0.6131,0.0,-0.0075,1.0951,late_night,25.93,59.78,0.6806,0.4121,Low
NORTH BANGALORE,Bi-directional,13.039097,77.59856,Hebbal,Hebbal,Vishwanatha Nagenhalli Main Road,tertiary,tertiary,none,7.5m,30.0,0.43,0.68,0.731,0.289,0.331,0.286,0.268,0.183,0.531,6,0.4089,0.3706,0.3552,0.2264,0.7124,0.546,0.8174,0.4961,0.6534,14.41,0.4711,0.312,0.2346,0.8866,0.2264,0.0972,0.3046,0.2876,0.3706,0.3552,0.1833,0.4946,0.5541,0.6131,0.0,-0.011,1.0951,late_night,23.68,56.54,0.6806,0.4121,Low
NORTH BANGALORE,Bi-directional,13.035108,77.59686,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.34,0.26,0.614,0.226,0.491,0.139,0.386,0.165,0.41,6,0.3397,0.3074,0.4316,0.2,0.6743,0.4365,0.6798,0.451,0.4979,12.36,0.3943,0.57,0.4515,0.9905,0.2,0.1042,0.3236,0.3257,0.3074,0.4316,0.2152,0.5619,0.5582,0.6131,0.18,-0.0242,1.0951,late_night,54.33,79.34,0.6769,0.4121,Moderate
NORTH BANGALORE,Bi-directional,13.039164,77.594475,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.53,0.33,0.529,0.209,0.322,0.176,0.356,0.138,0.425,6,0.3295,0.2782,0.3147,0.1647,0.7103,0.463,0.9129,0.5486,0.516,13.12,0.4274,0.341,0.4357,1.0,0.1647,0.0845,0.3129,0.2897,0.2782,0.3147,0.1731,0.5679,0.5522,0.6131,0.18,-0.0121,1.0951,late_night,50.58,80.89,0.6748,0.4121,Moderate
NORTH BANGALORE,Bi-directional,13.037622,77.596466,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.44,0.41,0.625,0.236,0.142,0.197,0.495,0.142,0.334,6,0.3771,0.3091,0.2768,0.1997,0.7117,0.5368,0.7117,0.5051,0.5724,13.84,0.4133,0.509,0.578,0.9344,0.1997,0.1096,0.3254,0.2883,0.3091,0.2768,0.2519,0.5573,0.5541,0.6131,0.18,-0.0158,1.0951,late_night,57.85,79.84,0.6762,0.4121,Moderate
NORTH BANGALORE,Bi-directional,13.033958,77.59451,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.12,0.43,0.519,0.193,0.43,0.189,0.384,0.088,0.437,6,0.3382,0.3065,0.5484,0.1627,0.6477,0.5307,0.6124,0.4621,0.4526,11.13,0.3802,0.562,0.3712,0.9927,0.1627,0.0622,0.3131,0.3523,0.3065,0.5484,0.1816,0.5502,0.5537,0.6131,0.18,-0.0068,1.0951,late_night,64.25,80.35,0.6755,0.4121,High
NORTH BANGALORE,Bi-directional,13.035593,77.596954,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.24,0.28,0.517,0.24,0.122,0.222,0.456,0.133,0.391,6,0.3705,0.3231,0.3866,0.1792,0.6502,0.4984,0.6381,0.4662,0.4898,10.93,0.4123,0.522,0.5897,0.9443,0.1792,0.0927,0.3216,0.3498,0.3231,0.3866,0.2258,0.5653,0.5582,0.6131,0.18,-0.0303,1.0951,late_night,51.64,78.9,0.6775,0.4121,Moderate
NORTH BANGALORE,Bi-directional,13.032156,77.5977,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.29,0.29,0.622,0.223,0.228,0.184,0.441,0.139,0.335,8,0.3573,0.2991,0.4742,0.1926,0.5182,0.5447,0.4614,0.4757,0.5457,13.04,0.3969,0.518,0.4278,0.964,0.1926,0.0751,0.3324,0.4818,0.2991,0.4742,0.1414,0.5396,0.5582,0.6131,0.18,-0.0056,1.0951,late_night,87.63,79.91,0.482,0.6857,Critical
NORTH BANGALORE,Bi-directional,13.039023,77.59423,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.35,0.31,0.533,0.234,0.186,0.151,0.385,0.051,0.347,6,0.3502,0.3118,0.4277,0.1681,0.6742,0.4843,0.8625,0.5458,0.5396,12.71,0.4,0.382,0.4446,0.9748,0.1681,0.0494,0.3201,0.3258,0.3118,0.4277,0.1607,0.5686,0.5522,0.6131,0.18,-0.0118,1.0951,late_night,59.38,80.97,0.6747,0.4121,Moderate
NORTH BANGALORE,Bi-directional,13.032567,77.59573,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.32,0.7,0.57,0.202,0.063,0.214,0.426,0.137,0.411,6,0.3455,0.2839,0.3722,0.1774,0.5744,0.558,0.5307,0.5307,0.6426,12.56,0.4198,0.45,0.5887,0.9817,0.1774,0.0768,0.3251,0.4256,0.2839,0.3722,0.1604,0.566,0.5537,0.6131,0.18,-0.006,1.0951,late_night,64.45,81.48,0.5963,0.5286,High
NORTH BANGALORE,Bi-directional,13.039087,77.59892,Hebbal,Hebbal,Vishwanatha Nagenhalli Main Road,tertiary,tertiary,none,7.5m,30.0,0.13,0.28,0.749,0.281,0.445,0.126,0.397,0.148,0.45,6,0.3978,0.3723,0.4083,0.2299,0.7166,0.5335,0.7763,0.4859,0.4768,11.2,0.4459,0.384,0.47,0.9033,0.2299,0.0812,0.3019,0.2834,0.3723,0.4083,0.1657,0.5415,0.5541,0.6131,0.0,-0.0105,1.0951,late_night,26.69,59.67,0.6806,0.4121,Low
NORTH BANGALORE,Bi-directional,13.040075,77.59159,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.33,0.58,0.537,0.24,0.069,0.16,0.328,0.181,0.408,8,0.3245,0.3055,0.3292,0.166,0.711,0.5657,0.8243,0.5357,0.5647,13.27,0.4202,0.327,0.3542,1.0,0.166,0.085,0.3084,0.289,0.3055,0.3292,0.1334,0.5404,0.5129,0.6131,0.18,-0.0188,1.0951,late_night,54.29,77.27,0.6798,0.4121,Moderate
NORTH BANGALORE,Bi-directional,13.032138,77.59671,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.45,0.42,0.616,0.241,0.475,0.288,0.357,0.173,0.382,2,0.3288,0.3151,0.365,0.1929,0.5507,0.329,0.6909,0.4906,0.5336,14.97,0.3959,0.392,0.3732,1.0,0.1929,0.0896,0.3234,0.4493,0.3151,0.365,0.1505,0.5447,0.5582,0.6131,0.18,-0.0056,1.0951,late_night,50.78,80.24,0.4815,0.6857,Moderate
NORTH BANGALORE,Bi-directional,13.03801,77.59319,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.2,0.66,0.589,0.223,0.271,0.238,0.33,0.135,0.31,6,0.3339,0.3161,0.3385,0.1813,0.7054,0.5601,0.8033,0.5219,0.5608,13.92,0.4271,0.368,0.5113,0.9992,0.1813,0.0807,0.3089,0.2946,0.3161,0.3385,0.1532,0.5682,0.5522,0.6131,0.18,-0.0089,1.0951,late_night,64.34,81.26,0.6743,0.4121,High
NORTH BANGALORE,Bi-directional,13.032384,77.59524,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.37,0.3,0.564,0.234,0.293,0.096,0.313,0.059,0.363,6,0.3321,0.3227,0.366,0.1781,0.6328,0.4796,0.5316,0.4449,0.5638,11.97,0.4033,0.403,0.3761,1.0,0.1781,0.0445,0.3249,0.3672,0.3227,0.366,0.1495,0.5202,0.5537,0.6131,0.18,-0.0051,1.0951,late_night,50.61,78.57,0.4838,0.6857,Moderate
NORTH BANGALORE,Bi-directional,13.040921,77.593704,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.33,0.31,0.572,0.228,0.321,0.272,0.48,0.189,0.356,6,0.3271,0.2709,0.5303,0.1747,0.6547,0.4668,0.8223,0.573,0.5359,12.07,0.4095,0.505,0.5775,1.0,0.1747,0.0917,0.3239,0.3453,0.2709,0.5303,0.1286,0.6144,0.5724,0.6131,0.18,-0.0236,1.0951,late_night,76.47,83.24,0.6716,0.4121,High
NORTH BANGALORE,Bi-directional,13.031165,77.59282,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.58,0.62,0.565,0.207,0.486,0.112,0.301,0.149,0.345,2,0.3739,0.2956,0.41,0.1724,0.6342,0.4035,0.6749,0.5017,0.6074,13.67,0.4064,0.402,0.2699,0.9391,0.1724,0.074,0.3106,0.3658,0.2956,0.41,0.1515,0.5124,0.5285,0.6131,0.18,-0.0025,1.0951,late_night,67.92,77.65,0.4851,0.6857,High
NORTH BANGALORE,Bi-directional,13.035695,77.594986,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.52,0.34,0.623,0.193,0.31,0.165,0.358,0.056,0.361,6,0.3407,0.2864,0.3088,0.1938,0.6903,0.4834,0.8518,0.5213,0.5431,13.99,0.3747,0.415,0.2548,0.9889,0.1938,0.0625,0.3219,0.3097,0.2864,0.3088,0.2198,0.5281,0.5537,0.6131,0.18,-0.0123,1.0951,late_night,66.12,78.3,0.6784,0.4121,High
NORTH BANGALORE,Bi-directional,13.031287,77.58983,Hebbal,Hebbal,Anandnagar Main Road,tertiary,tertiary,none,7.5m,30.0,0.52,0.57,0.729,0.257,0.263,0.168,0.29,0.166,0.421,4,0.3783,0.3233,0.4464,0.2163,0.709,0.4641,0.7018,0.4958,0.6155,12.96,0.4524,0.363,0.2677,0.9325,0.2163,0.0755,0.3111,0.291,0.3233,0.4464,0.1533,0.5132,0.5738,0.6131,0.0,-0.0021,1.0951,late_night,25.36,59.27,0.4085,0.7778,Low
NORTH BANGALORE,Bi-directional,13.034835,77.59478,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.5,0.6,0.56,0.246,0.201,0.078,0.482,0.064,0.342,6,0.3519,0.3401,0.4265,0.1808,0.6883,0.5509,0.6532,0.5144,0.6468,13.98,0.3678,0.487,0.6056,0.9722,0.1808,0.0597,0.3296,0.3117,0.3401,0.4265,0.1894,0.5738,0.5537,0.6131,0.18,-0.0101,1.0951,late_night,59.23,81.54,0.6739,0.4121,Moderate
NORTH BANGALORE,Bi-directional,13.031831,77.59755,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.16,0.59,0.605,0.213,0.46,0.185,0.379,0.133,0.387,4,0.3189,0.3057,0.5953,0.1868,0.4955,0.4434,0.6175,0.5102,0.5367,11.63,0.3898,0.524,0.419,1.0,0.1868,0.0721,0.3331,0.5045,0.3057,0.5953,0.1462,0.5766,0.5417,0.6131,0.18,-0.005,1.0951,late_night,82.06,81.95,0.4792,0.6857,Critical
NORTH BANGALORE,Bi-directional,13.039679,77.59725,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.55,0.59,0.582,0.242,0.005,0.262,0.475,0.19,0.334,2,0.3683,0.2911,0.595,0.1825,0.6991,0.3679,0.9582,0.5728,0.6159,15.45,0.434,0.611,0.5483,0.9476,0.1825,0.1025,0.3356,0.3009,0.2911,0.595,0.1551,0.6178,0.5541,0.6131,0.18,-0.0124,1.0951,late_night,80.96,84.2,0.6703,0.4121,Critical
NORTH BANGALORE,Bi-directional,13.034927,77.58996,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.11,0.51,0.612,0.234,0.171,0.267,0.349,0.166,0.435,2,0.3297,0.2917,0.3795,0.1846,0.6956,0.376,0.9267,0.5928,0.4877,11.91,0.4227,0.454,0.4432,1.0,0.1846,0.0757,0.3336,0.3044,0.2917,0.3795,0.1578,0.5789,0.5751,0.6131,0.18,-0.0039,1.0951,late_night,67.95,83.14,0.6717,0.4121,High
NORTH BANGALORE,Bi-directional,13.032555,77.59559,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.56,0.25,0.515,0.215,0.47,0.216,0.416,0.079,0.247,6,0.3672,0.3298,0.3374,0.1642,0.6286,0.4799,0.5859,0.5047,0.4797,13.78,0.392,0.424,0.5886,0.9493,0.1642,0.0535,0.3231,0.3714,0.3298,0.3374,0.1353,0.549,0.5537,0.6131,0.18,-0.0058,1.0951,late_night,72.47,80.38,0.5978,0.5286,High
NORTH BANGALORE,Bi-directional,13.036125,77.59383,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.22,0.55,0.555,0.191,0.034,0.294,0.388,0.146,0.362,2,0.349,0.2735,0.493,0.172,0.6861,0.3386,0.9505,0.5452,0.5175,13.12,0.4407,0.49,0.4609,0.9765,0.172,0.091,0.3266,0.3139,0.2735,0.493,0.1916,0.5972,0.5522,0.6131,0.18,-0.0068,1.0951,late_night,70.1,83.4,0.6714,0.4121,High
NORTH BANGALORE,Bi-directional,13.033078,77.59018,Hebbal,Hebbal,Anandnagar Main Road,tertiary,tertiary,none,7.5m,30.0,0.13,0.47,0.651,0.259,0.359,0.237,0.384,0.142,0.425,6,0.3746,0.3077,0.4634,0.1969,0.7082,0.5616,0.7192,0.5625,0.5031,12.77,0.4629,0.402,0.4987,0.9381,0.1969,0.0676,0.3151,0.2918,0.3077,0.4634,0.1571,0.5612,0.5751,0.6131,0.18,-0.0027,1.0951,late_night,79.5,82.11,0.5955,0.5286,High
NORTH BANGALORE,Bi-directional,13.039277,77.59275,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.26,0.6,0.591,0.218,0.404,0.209,0.383,0.053,0.351,6,0.3593,0.2707,0.5902,0.1795,0.6732,0.5619,0.7813,0.5098,0.5773,12.69,0.3767,0.512,0.473,0.961,0.1795,0.0408,0.3134,0.3268,0.2707,0.5902,0.1518,0.5872,0.5522,0.6131,0.18,-0.0144,1.0951,late_night,70.17,81.9,0.6734,0.4121,High
NORTH BANGALORE,Bi-directional,13.031058,77.59256,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.5,0.56,0.537,0.201,0.338,0.052,0.366,0.054,0.36,6,0.3223,0.3152,0.4015,0.1643,0.6614,0.5374,0.5761,0.5031,0.5629,13.14,0.3927,0.379,0.4879,1.0,0.1643,0.0355,0.3171,0.3386,0.3152,0.4015,0.1522,0.5475,0.5285,0.6131,0.18,-0.0024,1.0951,late_night,68.02,79.96,0.4819,0.6857,High
NORTH BANGALORE,Bi-directional,13.033339,77.59649,Hebbal,Hebbal,"Gundappa Reddy Layout, 1st Cross Road",residential,residential,none,7.5m,30.0,0.58,0.6,0.582,0.247,0.229,0.253,0.394,0.07,0.365,6,0.3286,0.3101,0.2129,0.1857,0.6513,0.4884,0.5573,0.494,0.6292,14.6,0.452,0.433,0.5469,1.0,0.1857,0.0537,0.3316,0.3487,0.3101,0.2129,0.1674,0.5381,0.5582,0.6131,0.18,-0.009,1.0951,late_night,68.85,79.43,0.6768,0.4121,High
NORTH BANGALORE,Bi-directional,13.03174,77.598076,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.52,0.35,0.644,0.256,0.044,0.252,0.472,0.055,0.411,8,0.3314,0.2861,0.6269,0.2008,0.528,0.5552,0.4952,0.5778,0.5832,14.07,0.4066,0.522,0.7211,1.0,0.2008,0.0401,0.3131,0.472,0.2861,0.6269,0.1475,0.6219,0.5417,0.6131,0.0,-0.0047,1.0951,late_night,51.58,65.25,0.4864,0.6857,Moderate
NORTH BANGALORE,Bi-directional,13.038389,77.597626,Hebbal,Hebbal,10th Cross Road,residential,residential,none,7.5m,30.0,0.55,0.59,0.514,0.199,0.159,0.208,0.392,0.09,0.35,6,0.3774,0.3191,0.4751,0.1642,0.7057,0.5452,0.7985,0.5172,0.6255,13.02,0.4417,0.502,0.4923,0.9339,0.1642,0.0706,0.3304,0.2943,0.3191,0.4751,0.1923,0.5677,0.5541,0.6131,0.18,-0.013,1.0951,late_night,54.02,80.83,0.6749,0.4121,Moderate
NORTH BANGALORE,Bi-directional,13.040583,77.597984,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.26,0.57,0.578,0.207,0.354,0.203,0.456,0.099,0.338,6,0.3282,0.2845,0.3056,0.176,0.7001,0.5353,0.788,0.5687,0.5545,12.34,0.435,0.413,0.6107,1.0,0.176,0.0581,0.3151,0.2999,0.2845,0.3056,0.1517,0.5841,0.5982,0.6131,0.18,-0.0139,1.0951,late_night,66.66,83.02,0.6719,0.4121,High
NORTH BANGALORE,Bi-directional,13.032549,77.590485,Hebbal,Hebbal,3rd Main Road,residential,residential,none,7.5m,20.0,0.32,0.31,0.527,0.234,0.301,0.225,0.302,0.115,0.312,2,0.3136,0.2566,0.548,0.1623,0.6683,0.2851,0.9262,0.5417,0.4795,11.19,0.4189,0.526,0.237,1.0,0.1623,0.057,0.3214,0.3317,0.2566,0.548,0.141,0.5641,0.5751,0.6131,0.18,-0.0024,1.0951,late_night,75.13,82.33,0.5952,0.5286,High
NORTH BANGALORE,Bi-directional,13.032492,77.587845,Hebbal,Hebbal,Underpass,residential,residential,none,7.5m,20.0,0.39,0.43,0.589,0.255,0.388,0.224,0.467,0.075,0.394,3,0.3438,0.2989,0.6987,0.178,0.7082,0.394,0.9154,0.6023,0.5543,14.36,0.4403,0.576,0.6278,0.9843,0.178,0.0337,0.3206,0.2918,0.2989,0.6987,0.1441,0.6416,0.6034,0.6131,0.18,-0.0026,1.0951,late_night,58.43,88.18,0.1,1.0,Moderate
NORTH BANGALORE,Bi-directional,13.033213,77.599236,Hebbal,Hebbal,4th Main Road,residential,residential,none,7.5m,30.0,0.14,0.3,0.542,0.254,0.059,0.25,0.496,0.093,0.329,4,0.3068,0.3132,0.3779,0.1736,0.4766,0.3905,0.6733,0.5178,0.4501,11.4,0.4409,0.455,0.6652,1.0,0.1736,0.0561,0.3284,0.5234,0.3132,0.3779,0.1436,0.5989,0.5582,0.6131,0.18,-0.0061,1.0951,late_night,83.38,83.76,0.4767,0.6857,Critical
NORTH BANGALORE,Bi-directional,13.036106,77.595894,Hebbal,Hebbal,SS Ashram Road,tertiary,tertiary,none,7.5m,30.0,0.32,0.48,0.743,0.298,0.486,0.145,0.212,0.06,0.57,6,0.4325,0.3421,0.2224,0.2395,0.7425,0.5317,0.7077,0.4335,0.5313,13.5,0.461,0.327,0.2067,0.8512,0.2395,0.0747,0.2944,0.2575,0.3421,0.2224,0.2859,0.4593,0.5522,0.6131,0.0,-0.022,1.0951,late_night,19.07,52.97,0.6806,0.4121,Very Low
NORTH BANGALORE,Bi-directional,13.032818,77.59814,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.2,0.25,0.552,0.221,0.454,0.163,0.455,0.182,0.312,6,0.3336,0.334,0.5377,0.1734,0.5203,0.4505,0.6743,0.5236,0.4946,11.65,0.3715,0.573,0.5495,0.9995,0.1734,0.0935,0.3159,0.4797,0.334,0.5377,0.1445,0.5936,0.5582,0.6131,0.18,-0.0066,1.0951,late_night,87.16,83.35,0.4773,0.6857,Critical
NORTH BANGALORE,Bi-directional,13.04027,77.59838,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.59,0.45,0.641,0.258,0.485,0.265,0.392,0.133,0.352,4,0.3502,0.2724,0.5604,0.1977,0.7261,0.414,0.9273,0.558,0.5775,14.08,0.4402,0.505,0.4472,0.9747,0.1977,0.0721,0.3274,0.2739,0.2724,0.5604,0.1333,0.5968,0.5982,0.6131,0.18,-0.0125,1.0951,late_night,58.8,84.0,0.6705,0.4121,Moderate
NORTH BANGALORE,Bi-directional,13.034356,77.589455,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.19,0.38,0.509,0.216,0.5,0.249,0.317,0.086,0.374,2,0.3116,0.2435,0.4546,0.1556,0.6644,0.3211,0.9797,0.5378,0.4878,11.81,0.4047,0.386,0.379,1.0,0.1556,0.0419,0.3171,0.3356,0.2435,0.4546,0.1457,0.5849,0.5751,0.6131,0.18,-0.0035,1.0951,late_night,68.85,83.58,0.5935,0.5286,High
NORTH BANGALORE,Bi-directional,13.039863,77.590294,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.45,0.49,0.624,0.197,0.179,0.182,0.37,0.185,0.354,6,0.358,0.2785,0.5774,0.1836,0.7047,0.5439,0.8129,0.5456,0.5713,13.73,0.4118,0.468,0.4592,0.9631,0.1836,0.0833,0.3046,0.2953,0.2785,0.5774,0.1206,0.5851,0.5763,0.6131,0.18,-0.0163,1.0951,late_night,67.12,82.22,0.673,0.4121,High
NORTH BANGALORE,Bi-directional,13.039775,77.59128,Hebbal,Hebbal,,residential,residential,none,7.5m,30.0,0.57,0.41,0.544,0.239,0.24,0.219,0.343,0.18,0.319,6,0.3463,0.2651,0.5941,0.1676,0.724,0.491,0.8469,0.5303,0.6036,13.58,0.3913,0.521,0.3417,0.9806,0.1676,0.0842,0.3091,0.276,0.2651,0.5941,0.1219,0.573,0.5763,0.6131,0.18,-0.017,1.0951,late_night,60.48,81.34,0.6742,0.4121,High
NORTH BANGALORE,Bi-directional,13.023863,77.59365,RT Nagar,RT Nagar,2nd Cross Road,residential,residential,none,7.5m,30.0,0.22,0.53,0.498,0.191,0.134,0.06,0.491,0.155,0.356,6,0.2951,0.2808,0.4385,0.1656,0.6146,0.5256,0.5751,0.5343,0.5394,11.2,0.3874,0.459,0.6647,1.0,0.1656,0.0856,0.3296,0.3854,0.2808,0.4385,0.1108,0.593,0.5568,0.6131,0.18,-0.0087,1.0951,late_night,78.14,83.04,0.4777,0.6857,High
NORTH BANGALORE,Bi-directional,13.024452,77.602066,RT Nagar,RT Nagar,,residential,residential,none,7.5m,30.0,0.45,0.63,0.586,0.204,0.031,0.05,0.493,0.091,0.273,6,0.2975,0.2572,0.4869,0.1857,0.6945,0.538,0.8116,0.5737,0.6077,11.63,0.3968,0.56,0.578,1.0,0.1857,0.0558,0.3434,0.3055,0.2572,0.4869,0.1263,0.6076,0.5746,0.6131,0.18,-0.007,1.0951,late_night,77.23,84.66,0.4755,0.6857,High
NORTH BANGALORE,Bi-directional,13.018212,77.58867,RT Nagar,RT Nagar,,residential,residential,none,7.5m,30.0,0.23,0.27,0.511,0.194,0.417,0.105,0.403,0.178,0.269,6,0.328,0.2231,0.5289,0.1556,0.6467,0.488,0.7766,0.5871,0.4351,11.25,0.3805,0.472,0.4813,1.0,0.1556,0.0786,0.3219,0.3533,0.2231,0.5289,0.1329,0.5968,0.5875,0.6131,0.18,-0.0017,1.0951,late_night,76.82,84.9,0.1,1.0,High
NORTH BANGALORE,Bi-directional,13.027724,77.601135,RT Nagar,RT Nagar,7th Cross Road,residential,residential,none,7.5m,30.0,0.54,0.32,0.547,0.206,0.273,0.291,0.367,0.182,0.287,6,0.355,0.286,0.4324,0.1719,0.6925,0.4651,0.668,0.4888,0.5489,13.17,0.4207,0.435,0.361,0.9676,0.1719,0.0862,0.3116,0.3075,0.286,0.4324,0.1255,0.535,0.5746,0.6131,0.18,-0.0057,1.0951,late_night,61.42,80.04,0.4818,0.6857,High
NORTH BANGALORE,Bi-directional,13.024965,77.58962,RT Nagar,RT Nagar,,residential,residential,none,7.5m,30.0,0.6,0.48,0.567,0.179,0.077,0.189,0.413,0.158,0.269,8,0.3318,0.2322,0.4017,0.1703,0.6754,0.556,0.6344,0.5543,0.5825,10.95,0.3817,0.376,0.4866,1.0,0.1703,0.0728,0.3096,0.3246,0.2322,0.4017,0.1255,0.5644,0.5742,0.6131,0.18,-0.0035,1.0951,late_night,74.78,82.21,0.4788,0.6857,High
NORTH BANGALORE,Bi-directional,13.02114,77.59012,RT Nagar,RT Nagar,10th Cross Krishnappa Block,residential,residential,none,7.5m,30.0,0.32,0.41,0.526,0.176,0.238,0.28,0.355,0.169,0.32,6,0.2957,0.2393,0.6517,0.1611,0.6369,0.5169,0.8266,0.5686,0.5291,12.49,0.4125,0.531,0.4219,1.0,0.1611,0.0796,0.3139,0.3631,0.2393,0.6517,0.1369,0.6046,0.5936,0.6131,0.18,-0.0029,1.0951,late_night,88.89,85.44,0.4744,0.6857,Critical
NORTH BANGALORE,Bi-directional,13.023838,77.6016,RT Nagar,RT Nagar,,residential,residential,none,7.5m,30.0,0.41,0.55,0.485,0.202,0.195,0.238,0.366,0.148,0.443,6,0.3644,0.2721,0.4637,0.1623,0.7057,0.5348,0.8004,0.5666,0.553,12.56,0.4443,0.439,0.4571,0.9534,0.1623,0.0818,0.3334,0.2943,0.2721,0.4637,0.1263,0.5686,0.5529,0.6131,0.18,-0.0083,1.0951,late_night,74.45,81.37,0.48,0.6857,High
NORTH BANGALORE,Bi-directional,13.028067,77.59357,RT Nagar,RT Nagar,RT Nagar Main Road,tertiary,tertiary,none,7.5m,30.0,0.49,0.32,0.693,0.22,0.158,0.142,0.232,0.137,0.51,4,0.4082,0.3288,0.3918,0.2105,0.622,0.3956,0.581,0.4865,0.5823,13.7,0.4643,0.304,0.2699,0.8878,0.2105,0.0705,0.2981,0.378,0.3288,0.3918,0.167,0.488,0.5285,0.6131,0.0,-0.0035,1.0951,late_night,20.57,56.23,0.5408,0.6151,Low
