zone,lat,lng,final_risk_score,road_risk_score,confidence_score,uncertainty_level,risk_band
WEST BANGALORE,13.005988,77.55161,85.31,0.6912,0.5871,0.5286,Critical
SOUTHEAST / IT CORRIDOR,12.850049,77.64916,85.3,0.5514,0.506,0.6486,Critical
LOGISTICS / HIGH TRAFFIC ZONES,12.919477,77.61976,85.28,0.6033,0.5275,0.6151,Critical
SOUTHEAST / IT CORRIDOR,12.908561,77.640594,85.28,0.5411,0.5952,0.5286,Critical
SOUTH BANGALORE,12.942908,77.60317,85.26,0.6095,0.6091,0.5031,Critical
NORTH BANGALORE,13.047591,77.63235,85.23,0.5281,0.5271,0.6151,Critical
EAST BANGALORE,12.960423,77.71716,85.21,0.5482,0.5218,0.6151,Critical
SOUTH BANGALORE,12.950973,77.60263,85.21,0.6783,0.5474,0.5843,Critical
SOUTH BANGALORE,12.919021,77.63362,85.2,0.6272,0.5476,0.5843,Critical
SOUTH BANGALORE,12.943066,77.60852,85.17,0.6123,0.6363,0.4557,Critical
WEST BANGALORE,13.001353,77.5557,85.16,0.5894,0.6246,0.4788,Critical
SOUTH BANGALORE,12.911757,77.62971,85.15,0.6378,0.5481,0.5843,Critical
SOUTH BANGALORE,12.9716,77.5946,85.13,0.5384,0.5309,0.6151,Critical
SOUTH BANGALORE,12.915457,77.62907,85.13,0.5967,0.5892,0.5286,Critical
SOUTH BANGALORE,12.926002,77.61644,85.12,0.5527,0.7257,0.3151,Critical
SOUTHEAST / IT CORRIDOR,12.848295,77.65212,85.08,0.5962,0.5942,0.5286,Critical
WEST BANGALORE,12.973643,77.63848,85.08,0.4702,0.7977,0.1835,Critical
SOUTH BANGALORE,12.944725,77.595604,85.02,0.6047,0.5519,0.5843,Critical
SOUTH BANGALORE,12.924398,77.60649,85.02,0.6766,0.5036,0.6486,Critical
WEST BANGALORE,12.975158,77.630714,85.01,0.5858,0.6745,0.3914,Critical
SOUTHEAST / IT CORRIDOR,12.915545,77.61678,84.99,0.5882,0.5706,0.5556,Critical
EAST BANGALORE,12.948884,77.71437,84.99,0.566,0.5028,0.6486,Critical
SOUTHEAST / IT CORRIDOR,12.923587,77.61769,84.98,0.5385,0.636,0.4557,Critical
SOUTH BANGALORE,12.926189,77.60562,84.97,0.6119,0.6091,0.5031,Critical
NORTH BANGALORE,13.044428,77.60109,84.95,0.5657,0.6118,0.5031,Critical
EAST BANGALORE,12.927631,77.677666,84.91,0.6431,0.5199,0.6151,Critical
EAST BANGALORE,12.933278,77.705765,84.89,0.6512,0.547,0.5843,Critical
EAST BANGALORE,12.959895,77.72029,84.88,0.6043,0.5207,0.6151,Critical
SOUTH BANGALORE,12.923222,77.61414,84.82,0.5641,0.5908,0.5286,Critical
SOUTH BANGALORE,12.943122,77.60891,84.76,0.6157,0.6385,0.4557,Critical
EAST BANGALORE,12.982203,77.71668,84.75,0.6689,0.5261,0.6151,Critical
SOUTH BANGALORE,12.941259,77.60363,84.73,0.6636,0.61,0.5031,Critical
SOUTH BANGALORE,12.924962,77.614,84.73,0.5519,0.6818,0.3914,Critical
SOUTHEAST / IT CORRIDOR,12.922927,77.62293,84.72,0.5723,0.6924,0.3715,Critical
SOUTHEAST / IT CORRIDOR,12.921056,77.61645,84.71,0.5966,0.5669,0.5556,Critical
NORTH BANGALORE,13.032837,77.59053,84.71,0.5443,0.5932,0.5286,Critical
SOUTH BANGALORE,12.941404,77.59986,84.69,0.6443,0.6076,0.5031,Critical
WEST BANGALORE,12.995568,77.55537,84.67,0.5873,0.5287,0.6151,Critical
SOUTH BANGALORE,12.950088,77.60247,84.66,0.6863,0.5463,0.5843,Critical
SOUTH BANGALORE,12.947578,77.573265,84.65,0.5313,0.5681,0.5556,Critical
WEST BANGALORE,13.000176,77.566,84.64,0.5315,0.6268,0.4788,Critical
SOUTHEAST / IT CORRIDOR,12.901867,77.67713,84.63,0.6152,0.5215,0.6151,Critical
EAST BANGALORE,12.955077,77.69381,84.6,0.5443,0.5326,0.6151,Critical
SOUTHEAST / IT CORRIDOR,12.964296,77.63969,84.57,0.7091,0.5854,0.5286,Critical
WEST BANGALORE,13.017043,77.541916,84.55,0.6207,0.5835,0.5286,Critical
EAST BANGALORE,12.968055,77.71901,84.52,0.6061,0.5212,0.6151,Critical
SOUTH BANGALORE,12.925474,77.60495,84.51,0.6261,0.5032,0.6486,Critical
SOUTHEAST / IT CORRIDOR,12.926226,77.61115,84.5,0.6125,0.6667,0.4121,Critical
SOUTH BANGALORE,12.919021,77.63617,84.5,0.557,0.5854,0.5286,Critical
WEST BANGALORE,12.989897,77.539154,84.48,0.5914,0.5274,0.6151,Critical
WEST BANGALORE,13.003792,77.57622,84.48,0.6119,0.6064,0.5031,Critical
SOUTHEAST / IT CORRIDOR,12.91512,77.63892,84.47,0.5506,0.6475,0.4334,Critical
SOUTH BANGALORE,12.942977,77.60615,84.45,0.6677,0.6082,0.5031,Critical
EAST BANGALORE,12.937768,77.71195,84.44,0.6698,0.5458,0.5843,Critical
EAST BANGALORE,12.957741,77.71853,84.42,0.5317,0.5239,0.6151,Critical
SOUTHEAST / IT CORRIDOR,12.917345,77.62957,84.41,0.5527,0.5924,0.5286,Critical
CENTRAL BANGALORE,12.993197,77.59252,84.41,0.5617,0.5309,0.6151,Critical
EAST BANGALORE,12.936844,77.70117,84.41,0.6302,0.6229,0.4788,Critical
WEST BANGALORE,13.014586,77.54129,84.41,0.5995,0.5491,0.5843,Critical
SOUTH BANGALORE,12.914789,77.61591,84.39,0.5598,0.6007,0.5031,Critical
WEST BANGALORE,12.973959,77.62892,84.39,0.624,0.5844,0.5286,Critical
SOUTHEAST / IT CORRIDOR,12.958758,77.63924,84.39,0.6409,0.5852,0.5286,Critical
SOUTH BANGALORE,12.925733,77.60412,84.38,0.6423,0.5026,0.6486,Critical
SOUTH BANGALORE,12.914532,77.6302,84.38,0.5562,0.592,0.5286,Critical
EAST BANGALORE,12.982454,77.71641,84.38,0.5769,0.5299,0.6151,Critical
SOUTH BANGALORE,12.943711,77.599304,84.37,0.643,0.5551,0.5843,Critical
SOUTH BANGALORE,12.864858,77.61461,84.37,0.6004,0.5032,0.6486,Critical
SOUTH BANGALORE,12.901799,77.584595,84.34,0.5543,0.5265,0.6151,Critical
SOUTH BANGALORE,12.861541,77.61246,84.34,0.7011,0.5005,0.6486,Critical
WEST BANGALORE,13.003472,77.559814,84.32,0.62,0.5933,0.5286,Critical
WEST BANGALORE,12.991703,77.53896,84.3,0.5748,0.5696,0.5556,Critical
NORTH BANGALORE,13.033078,77.59018,84.29,0.5625,0.5955,0.5286,Critical
SOUTH BANGALORE,12.940274,77.60123,84.27,0.6135,0.61,0.5031,Critical
SOUTH BANGALORE,12.920838,77.59847,84.24,0.6653,0.5005,0.6486,Critical
SOUTH BANGALORE,12.868491,77.61133,84.23,0.6806,0.5019,0.6486,Critical
SOUTHEAST / IT CORRIDOR,12.923197,77.66812,84.22,0.6788,0.5628,0.5556,Critical
NORTH BANGALORE,13.050103,77.60153,84.19,0.6673,0.5457,0.5843,Critical
SOUTHEAST / IT CORRIDOR,12.913188,77.63092,84.15,0.5935,0.5856,0.5286,Critical
WEST BANGALORE,13.017019,77.53811,84.14,0.6742,0.5839,0.5286,Critical
SOUTH BANGALORE,12.949167,77.603455,84.11,0.6425,0.5521,0.5843,Critical
EAST BANGALORE,12.936223,77.701515,84.08,0.6433,0.6223,0.4788,Critical
SOUTHEAST / IT CORRIDOR,12.906564,77.636986,84.08,0.5426,0.5096,0.6486,Critical
SOUTH BANGALORE,12.922694,77.63479,84.08,0.5808,0.6222,0.4788,Critical
SOUTH BANGALORE,12.943989,77.6071,84.08,0.6121,0.6095,0.5031,Critical
SOUTH BANGALORE,12.858648,77.60918,84.07,0.6418,0.5019,0.6486,Critical
SOUTHEAST / IT CORRIDOR,12.91548,77.627884,84.06,0.6471,0.5489,0.5843,Critical
LOGISTICS / HIGH TRAFFIC ZONES,12.968851,77.58141,84.05,0.5099,0.5952,0.5286,Critical
WEST BANGALORE,13.019319,77.53013,84.04,0.6267,0.5044,0.6486,Critical
NORTH BANGALORE,13.049394,77.6294,84.03,0.5413,0.5285,0.6151,Critical
LOGISTICS / HIGH TRAFFIC ZONES,13.021072,77.529175,84.03,0.6896,0.5051,0.6486,Critical
SOUTH BANGALORE,12.908791,77.63625,83.97,0.5886,0.5511,0.5843,Critical
WEST BANGALORE,12.973927,77.62949,83.93,0.6427,0.5842,0.5286,Critical
EAST BANGALORE,12.958144,77.719986,83.9,0.5757,0.5228,0.6151,Critical
EAST BANGALORE,12.935998,77.700775,83.87,0.637,0.6222,0.4788,Critical
SOUTH BANGALORE,12.923398,77.63262,83.86,0.5918,0.588,0.5286,Critical
SOUTHEAST / IT CORRIDOR,12.927669,77.610634,83.86,0.5997,0.7153,0.3333,Critical
SOUTHEAST / IT CORRIDOR,12.913493,77.63376,83.85,0.6175,0.5851,0.5286,Critical
NORTH BANGALORE,12.950589,77.599846,83.85,0.6313,0.5517,0.5843,Critical
WEST BANGALORE,12.980941,77.63037,83.85,0.5559,0.6503,0.4334,Critical
SOUTH BANGALORE,12.943101,77.57959,83.82,0.6185,0.5647,0.5556,Critical
WEST BANGALORE,12.921313,77.5087,83.81,0.6681,0.5007,0.6486,Critical
WEST BANGALORE,13.028205,77.53762,83.79,0.635,0.5514,0.5843,Critical
WEST BANGALORE,13.017605,77.53743,83.79,0.6453,0.5832,0.5286,Critical
SOUTH BANGALORE,12.92008,77.62964,83.76,0.5699,0.6236,0.4788,Critical
NORTH BANGALORE,12.94552,77.59796,83.74,0.6723,0.5525,0.5843,Critical
EAST BANGALORE,12.940845,77.70196,83.74,0.6848,0.5886,0.5286,Critical
SOUTH BANGALORE,12.909052,77.63067,83.71,0.5828,0.5047,0.6486,Critical
EAST BANGALORE,12.961841,77.72044,83.7,0.6214,0.5214,0.6151,Critical
SOUTH BANGALORE,12.925477,77.605545,83.69,0.6413,0.6086,0.5031,Critical
SOUTH BANGALORE,12.917956,77.63198,83.68,0.6051,0.587,0.5286,Critical
EAST BANGALORE,12.939369,77.70428,83.67,0.6324,0.6226,0.4788,Critical
LOGISTICS / HIGH TRAFFIC ZONES,12.916605,77.62703,83.65,0.6095,0.5513,0.5843,Critical
SOUTHEAST / IT CORRIDOR,12.908232,77.63189,83.63,0.6233,0.5023,0.6486,Critical
LOGISTICS / HIGH TRAFFIC ZONES,13.008281,77.56634,83.62,0.6441,0.5487,0.5843,Critical
WEST BANGALORE,12.991343,77.55609,83.62,0.5496,0.5774,0.5556,Critical
EAST BANGALORE,12.936846,77.70459,83.6,0.6751,0.6237,0.4788,Critical
SOUTH BANGALORE,12.926674,77.60081,83.57,0.5423,0.5085,0.6486,Critical
EAST BANGALORE,12.961375,77.722885,83.57,0.6493,0.5198,0.6151,Critical
SOUTHEAST / IT CORRIDOR,12.967397,77.63901,83.56,0.6346,0.6017,0.5031,Critical
SOUTH BANGALORE,12.923587,77.61769,83.56,0.5497,0.6372,0.4557,Critical
CENTRAL BANGALORE,12.992775,77.59283,83.54,0.6304,0.5257,0.6151,Critical
NORTH BANGALORE,12.946576,77.591576,83.52,0.63,0.5857,0.5286,Critical
NORTH BANGALORE,13.051259,77.5975,83.51,0.6486,0.6388,0.4557,Critical
NORTH BANGALORE,12.946319,77.59262,83.51,0.6385,0.5494,0.5843,Critical
EAST BANGALORE,12.959116,77.72201,83.51,0.6204,0.5201,0.6151,Critical
WEST BANGALORE,12.976782,77.62961,83.5,0.5932,0.6473,0.4334,Critical
SOUTHEAST / IT CORRIDOR,12.921115,77.61744,83.47,0.5562,0.6667,0.4121,Critical
SOUTH BANGALORE,12.915741,77.630325,83.46,0.6003,0.5894,0.5286,Critical
SOUTHEAST / IT CORRIDOR,12.911762,77.63662,83.46,0.5913,0.6232,0.4788,Critical
SOUTHEAST / IT CORRIDOR,12.962559,77.64334,83.46,0.5348,0.5864,0.5286,Critical
LOGISTICS / HIGH TRAFFIC ZONES,12.917169,77.628746,83.43,0.5943,0.5928,0.5286,Critical
SOUTH BANGALORE,12.933032,77.588036,83.42,0.5961,0.6274,0.4788,Critical
LOGISTICS / HIGH TRAFFIC ZONES,12.958515,77.57699,83.4,0.6262,0.6524,0.4334,Critical
WEST BANGALORE,12.994085,77.53987,83.39,0.5938,0.572,0.5556,Critical
SOUTHEAST / IT CORRIDOR,12.917122,77.633804,83.37,0.6068,0.5878,0.5286,Critical
LOGISTICS / HIGH TRAFFIC ZONES,12.918646,77.63073,83.33,0.6151,0.5908,0.5286,Critical
WEST BANGALORE,13.007749,77.56342,83.31,0.6169,0.5915,0.5286,Critical
SOUTH BANGALORE,12.858418,77.61006,83.3,0.6225,0.502,0.6486,Critical
WEST BANGALORE,13.004911,77.55122,83.3,0.6483,0.5888,0.5286,Critical
SOUTH BANGALORE,12.938133,77.57862,83.29,0.6155,0.7159,0.3333,Critical
WEST BANGALORE,12.992202,77.53993,83.29,0.6102,0.5677,0.5556,Critical
LOGISTICS / HIGH TRAFFIC ZONES,12.92201,77.61847,83.29,0.5598,0.6381,0.4557,Critical
SOUTH BANGALORE,12.943496,77.60701,83.26,0.5781,0.6075,0.5031,Critical
EAST BANGALORE,12.98187,77.71644,83.26,0.6651,0.5243,0.6151,Critical
SOUTH BANGALORE,12.925673,77.60294,83.24,0.6015,0.506,0.6486,Critical
EAST BANGALORE,12.935077,77.70296,83.22,0.5835,0.6225,0.4788,Critical
NORTH BANGALORE,13.034888,77.5935,83.2,0.5531,0.6715,0.4121,Critical
EAST BANGALORE,12.958718,77.72105,83.19,0.5871,0.5195,0.6151,Critical
NORTH BANGALORE,13.049007,77.60225,83.18,0.607,0.5531,0.5843,Critical
WEST BANGALORE,12.996612,77.54388,83.16,0.5914,0.6088,0.5031,Critical
SOUTHEAST / IT CORRIDOR,12.914344,77.62649,83.13,0.6482,0.549,0.5843,Critical
NORTH BANGALORE,12.957099,77.58759,83.1,0.6196,0.5296,0.6151,Critical
NORTH BANGALORE,12.943219,77.59278,83.09,0.6346,0.5008,0.6486,Critical
WEST BANGALORE,12.996592,77.56496,83.08,0.5514,0.5299,0.6151,Critical
WEST BANGALORE,12.978271,77.55307,83.05,0.5405,0.5283,0.6151,Critical
SOUTH BANGALORE,12.868176,77.59572,83.05,0.6807,0.6516,0.4334,Critical
LOGISTICS / HIGH TRAFFIC ZONES,12.965239,77.57177,83.04,0.6216,0.5952,0.5286,Critical
NORTH BANGALORE,13.039662,77.62676,82.99,0.522,0.5332,0.6151,Critical
NORTH BANGALORE,13.03802,77.591385,82.99,0.5653,0.6686,0.4121,Critical
SOUTH BANGALORE,12.946338,77.5918,82.99,0.6083,0.5921,0.5286,Critical
SOUTH BANGALORE,12.916115,77.636536,82.98,0.5046,0.6535,0.4334,Critical
SOUTHEAST / IT CORRIDOR,12.918183,77.62898,82.95,0.6116,0.5889,0.5286,Critical
WEST BANGALORE,12.988932,77.53865,82.93,0.6063,0.5285,0.6151,Critical
EAST BANGALORE,12.978885,77.71299,82.89,0.6113,0.5241,0.6151,Critical
WEST BANGALORE,12.965129,77.56474,82.88,0.581,0.507,0.6486,Critical
SOUTH BANGALORE,12.919917,77.62905,82.87,0.6365,0.5883,0.5286,Critical
SOUTH BANGALORE,12.941168,77.6021,82.86,0.5791,0.6105,0.5031,Critical
LOGISTICS / HIGH TRAFFIC ZONES,12.915421,77.6275,82.86,0.5654,0.5519,0.5843,Critical
SOUTH BANGALORE,12.943724,77.60841,82.86,0.6872,0.6041,0.5031,Critical
WEST BANGALORE,12.998637,77.56377,82.85,0.6505,0.6517,0.4334,Critical
CENTRAL BANGALORE,12.985572,77.59795,82.85,0.6259,0.5521,0.5843,Critical
SOUTH BANGALORE,12.931582,77.5988,82.84,0.5593,0.5033,0.6486,Critical
EAST BANGALORE,12.955362,77.719826,82.8,0.6314,0.5237,0.6151,Critical
LOGISTICS / HIGH TRAFFIC ZONES,12.91742,77.61723,82.78,0.6049,0.5658,0.5556,Critical
SOUTH BANGALORE,12.942249,77.58078,82.77,0.6039,0.6028,0.5031,Critical
SOUTH BANGALORE,12.935012,77.581184,82.77,0.6044,0.6964,0.3715,Critical
NORTH BANGALORE,13.051258,77.60184,82.76,0.6445,0.5477,0.5843,Critical
EAST BANGALORE,12.933566,77.70878,82.75,0.605,0.5494,0.5843,Critical
SOUTHEAST / IT CORRIDOR,12.968279,77.64035,82.71,0.6291,0.6373,0.4557,Critical
SOUTH BANGALORE,12.913921,77.612274,82.69,0.559,0.6539,0.4334,Critical
SOUTH BANGALORE,12.945509,77.56829,82.68,0.5967,0.5268,0.6151,Critical
SOUTH BANGALORE,12.952637,77.6016,82.66,0.6546,0.548,0.5843,Critical
CENTRAL BANGALORE,12.992044,77.59257,82.62,0.6144,0.5291,0.6151,Critical
SOUTH BANGALORE,12.925489,77.63813,82.62,0.6368,0.5015,0.6486,Critical
WEST BANGALORE,13.006177,77.54837,82.61,0.6277,0.5497,0.5843,Critical
WEST BANGALORE,12.98383,77.63402,82.59,0.5377,0.703,0.3521,Critical
WEST BANGALORE,12.981671,77.55895,82.59,0.633,0.5275,0.6151,Critical
SOUTHEAST / IT CORRIDOR,12.916983,77.61877,82.56,0.5423,0.5324,0.6151,Critical
SOUTH BANGALORE,12.927503,77.606255,82.56,0.6268,0.6061,0.5031,Critical
WEST BANGALORE,12.986977,77.53983,82.55,0.5316,0.5355,0.6151,Critical
WEST BANGALORE,12.992039,77.543816,82.51,0.6058,0.5724,0.5556,Critical
SOUTHEAST / IT CORRIDOR,12.962166,77.63753,82.49,0.6436,0.5877,0.5286,Critical
SOUTH BANGALORE,12.929589,77.60877,82.48,0.5867,0.6722,0.4121,Critical
WEST BANGALORE,12.999793,77.55843,82.47,0.6234,0.6218,0.4788,Critical
SOUTH BANGALORE,12.92371,77.59749,82.45,0.5622,0.5047,0.6486,Critical
SOUTH BANGALORE,12.918749,77.62979,82.44,0.6046,0.5882,0.5286,Critical
SOUTH BANGALORE,12.91993,77.63491,82.43,0.5612,0.5884,0.5286,Critical
WEST BANGALORE,13.008198,77.56879,82.43,0.6044,0.6222,0.4788,Critical
LOGISTICS / HIGH TRAFFIC ZONES,12.917657,77.629166,82.41,0.6573,0.5884,0.5286,Critical
SOUTH BANGALORE,12.940315,77.58235,82.4,0.6285,0.6185,0.4788,Critical
NORTH BANGALORE,12.943685,77.59129,82.4,0.6166,0.5011,0.6486,Critical
SOUTHEAST / IT CORRIDOR,12.964829,77.64307,82.39,0.563,0.5905,0.5286,Critical
EAST BANGALORE,12.959054,77.718864,82.39,0.5738,0.5249,0.6151,Critical
SOUTH BANGALORE,12.950167,77.600845,82.33,0.5674,0.5522,0.5843,Critical
NORTH BANGALORE,13.050026,77.6007,82.32,0.5985,0.64,0.4557,Critical
WEST BANGALORE,13.019075,77.53667,82.31,0.5962,0.5866,0.5286,Critical
NORTH BANGALORE,12.949174,77.59759,82.3,0.561,0.5523,0.5843,Critical
AIRPORT & PERIPHERAL ZONES,12.9716,77.5946,82.29,0.6099,0.528,0.6151,Critical
LOGISTICS / HIGH TRAFFIC ZONES,12.915648,77.62735,82.27,0.6676,0.5471,0.5843,Critical
SOUTHEAST / IT CORRIDOR,12.914503,77.61941,82.27,0.5804,0.5256,0.6151,Critical
SOUTH BANGALORE,12.913945,77.63958,82.25,0.5432,0.6502,0.4334,Critical
SOUTH BANGALORE,12.926758,77.608826,82.25,0.6066,0.6055,0.5031,Critical
EAST BANGALORE,12.967373,77.71572,82.25,0.6366,0.5277,0.6151,Critical
WEST BANGALORE,12.990113,77.53968,82.24,0.6243,0.5665,0.5556,Critical
EAST BANGALORE,12.980838,77.73334,82.23,0.6378,0.5174,0.6151,Critical
SOUTHEAST / IT CORRIDOR,12.908146,77.63393,82.22,0.5624,0.5079,0.6486,Critical
WEST BANGALORE,12.986916,77.53867,82.21,0.6049,0.5307,0.6151,Critical
NORTH BANGALORE,12.946633,77.59054,82.18,0.6632,0.5491,0.5843,Critical
SOUTH BANGALORE,12.921114,77.60398,82.17,0.6311,0.5069,0.6486,Critical
NORTH BANGALORE,13.038974,77.63012,82.14,0.5452,0.5279,0.6151,Critical
CENTRAL BANGALORE,12.993266,77.59297,82.12,0.657,0.5242,0.6151,Critical
CENTRAL BANGALORE,13.00024,77.58088,82.09,0.6121,0.571,0.5556,Critical
NORTH BANGALORE,13.007167,77.57563,82.08,0.6122,0.5272,0.6151,Critical
SOUTH BANGALORE,12.939706,77.59965,82.08,0.6931,0.6028,0.5031,Critical
EAST BANGALORE,12.938015,77.702896,82.06,0.6617,0.5897,0.5286,Critical
SOUTH BANGALORE,12.922189,77.633095,82.04,0.5807,0.6205,0.4788,Critical
WEST BANGALORE,12.993877,77.53928,82.03,0.5518,0.569,0.5556,Critical
SOUTH BANGALORE,12.907732,77.57358,81.98,0.6027,0.5254,0.6151,Critical
SOUTH BANGALORE,12.909272,77.63536,81.95,0.5913,0.5017,0.6486,Critical
SOUTH BANGALORE,12.920313,77.63621,81.94,0.5922,0.5877,0.5286,Critical
SOUTHEAST / IT CORRIDOR,12.908441,77.63443,81.93,0.5712,0.5043,0.6486,Critical
WEST BANGALORE,13.017215,77.541504,81.91,0.6057,0.5866,0.5286,Critical
SOUTH BANGALORE,12.92734,77.63795,81.91,0.6164,0.549,0.5843,Critical
SOUTH BANGALORE,12.943927,77.60939,81.9,0.6612,0.6069,0.5031,Critical
LOGISTICS / HIGH TRAFFIC ZONES,12.915736,77.62598,81.89,0.5673,0.5607,0.5843,Critical
SOUTH BANGALORE,12.922053,77.6068,81.88,0.6594,0.5042,0.6486,Critical
NORTH BANGALORE,13.046638,77.6293,81.84,0.5313,0.5309,0.6151,Critical
SOUTH BANGALORE,12.942116,77.57814,81.8,0.6145,0.6505,0.4334,Critical
SOUTHEAST / IT CORRIDOR,12.967586,77.63852,81.8,0.6289,0.6011,0.5031,Critical
WEST BANGALORE,13.005767,77.551636,81.8,0.6693,0.6221,0.4788,Critical
SOUTH BANGALORE,12.941366,77.60717,81.78,0.5918,0.6425,0.4557,Critical
NORTH BANGALORE,12.944908,77.59235,81.75,0.6362,0.5518,0.5843,Critical
SOUTHEAST / IT CORRIDOR,12.968017,77.64276,81.75,0.5866,0.6933,0.3715,Critical
NORTH BANGALORE,13.051459,77.60263,81.75,0.6077,0.5526,0.5843,Critical
WEST BANGALORE,12.995555,77.54092,81.73,0.5934,0.5736,0.5556,Critical
SOUTH BANGALORE,12.927493,77.60305,81.73,0.6634,0.606,0.5031,Critical
SOUTH BANGALORE,12.873761,77.600525,81.72,0.6663,0.6188,0.4788,Critical
WEST BANGALORE,13.007139,77.54807,81.68,0.6397,0.5009,0.6486,Critical
NORTH BANGALORE,13.04802,77.603745,81.67,0.5971,0.5016,0.6486,Critical
WEST BANGALORE,12.988985,77.540375,81.66,0.5524,0.5746,0.5556,Critical
CENTRAL BANGALORE,12.999493,77.58073,81.64,0.5293,0.5336,0.6151,Critical
LOGISTICS / HIGH TRAFFIC ZONES,12.91736,77.61725,81.63,0.5784,0.572,0.5556,Critical
NORTH BANGALORE,13.004694,77.57886,81.62,0.6212,0.5304,0.6151,Critical
EAST BANGALORE,12.938848,77.7039,81.61,0.6305,0.6242,0.4788,Critical
EAST BANGALORE,12.968869,77.71915,81.57,0.6372,0.527,0.6151,Critical
AIRPORT & PERIPHERAL ZONES,12.9716,77.5946,81.55,0.506,0.5336,0.6151,Critical
NORTH BANGALORE,12.955567,77.58988,81.54,0.6653,0.5649,0.5556,Critical
WEST BANGALORE,12.988108,77.53863,81.54,0.6479,0.5231,0.6151,Critical
SOUTH BANGALORE,12.925372,77.59668,81.54,0.6287,0.503,0.6486,Critical
EAST BANGALORE,12.954882,77.721,81.53,0.5266,0.5338,0.6151,Critical
SOUTHEAST / IT CORRIDOR,12.908569,77.63718,81.52,0.596,0.5907,0.5286,Critical
SOUTH BANGALORE,12.921559,77.63493,81.52,0.5994,0.549,0.5843,Critical
EAST BANGALORE,12.94826,77.714714,81.5,0.6275,0.5472,0.5843,Critical
WEST BANGALORE,12.982006,77.629166,81.47,0.5677,0.5495,0.5843,Critical
SOUTH BANGALORE,12.922297,77.6342,81.46,0.6138,0.6233,0.4788,Critical
NORTH BANGALORE,13.046968,77.60254,81.42,0.573,0.6101,0.5031,Critical
WEST BANGALORE,13.026606,77.53989,81.42,0.629,0.5878,0.5286,Critical
LOGISTICS / HIGH TRAFFIC ZONES,12.912704,77.6279,81.4,0.6201,0.5501,0.5843,Critical
SOUTH BANGALORE,12.925788,77.61453,81.39,0.5492,0.7028,0.3521,Critical
EAST BANGALORE,12.934082,77.70451,81.37,0.6212,0.6213,0.4788,Critical
SOUTH BANGALORE,12.919504,77.63009,81.34,0.6212,0.5847,0.5286,Critical
WEST BANGALORE,12.976281,77.55285,81.34,0.6008,0.5274,0.6151,Critical
SOUTHEAST / IT CORRIDOR,12.920894,77.61942,81.34,0.5673,0.609,0.5031,Critical
SOUTHEAST / IT CORRIDOR,12.907762,77.63016,81.34,0.5713,0.5078,0.6486,Critical
WEST BANGALORE,13.028595,77.53386,81.33,0.5689,0.5541,0.5843,Critical
SOUTH BANGALORE,12.94158,77.60692,81.32,0.5797,0.6415,0.4557,Critical
SOUTH BANGALORE,12.933376,77.61091,81.32,0.595,0.6947,0.3715,Critical
LOGISTICS / HIGH TRAFFIC ZONES,13.014275,77.56564,81.32,0.5843,0.5552,0.5843,Critical
NORTH BANGALORE,12.946901,77.5918,81.31,0.6484,0.5885,0.5286,Critical
SOUTH BANGALORE,12.917642,77.61573,81.3,0.5738,0.5687,0.5556,Critical
CENTRAL BANGALORE,12.973164,77.630714,81.3,0.6149,0.6164,0.4788,Critical
NORTH BANGALORE,13.045963,77.62966,81.3,0.5264,0.5724,0.5556,Critical
SOUTH BANGALORE,12.863226,77.612465,81.29,0.6023,0.5006,0.6486,Critical
WEST BANGALORE,13.005544,77.552155,81.28,0.6127,0.6227,0.4788,Critical
SOUTH BANGALORE,12.945096,77.59773,81.24,0.613,0.5509,0.5843,Critical
SOUTH BANGALORE,12.866076,77.61348,81.24,0.6442,0.502,0.6486,Critical
WEST BANGALORE,12.996153,77.54213,81.22,0.6221,0.5694,0.5556,Critical
NORTH BANGALORE,13.007175,77.57459,81.19,0.6127,0.5268,0.6151,Critical
SOUTH BANGALORE,12.945174,77.59835,81.18,0.6098,0.553,0.5843,Critical
EAST BANGALORE,12.959457,77.72031,81.17,0.5593,0.522,0.6151,Critical
SOUTHEAST / IT CORRIDOR,12.91205,77.627525,81.17,0.6019,0.5473,0.5843,Critical
EAST BANGALORE,12.958609,77.71838,81.13,0.5678,0.5195,0.6151,Critical
NORTH BANGALORE,13.040332,77.62089,81.13,0.5621,0.5714,0.5556,Critical
SOUTHEAST / IT CORRIDOR,12.915145,77.61919,81.11,0.5348,0.5261,0.6151,Critical
SOUTH BANGALORE,12.873844,77.60216,81.1,0.6982,0.5843,0.5286,Critical
SOUTHEAST / IT CORRIDOR,12.921688,77.61277,81.07,0.569,0.5923,0.5286,Critical
EAST BANGALORE,12.979157,77.71318,81.07,0.569,0.5336,0.6151,Critical
SOUTH BANGALORE,12.940482,77.601814,81.06,0.6933,0.6049,0.5031,Critical
WEST BANGALORE,12.997353,77.53996,81.06,0.5662,0.5294,0.6151,Critical
LOGISTICS / HIGH TRAFFIC ZONES,13.009357,77.56528,81.04,0.5454,0.5561,0.5843,Critical
SOUTH BANGALORE,12.902266,77.58171,81.0,0.4344,0.5384,0.6151,Critical
LOGISTICS / HIGH TRAFFIC ZONES,12.966598,77.58348,81.0,0.6213,0.5911,0.5286,Critical
EAST BANGALORE,12.947938,77.71511,81.0,0.6349,0.5481,0.5843,Critical
SOUTH BANGALORE,12.927196,77.60769,80.98,0.6159,0.6083,0.5031,Critical
