edge_id,source_node,destination_node,lat,lng,road_width_estimate,speed_limit,traffic_signal_density,intersection_density,commercial_density,nightlife_density,hospital_density,police_station_distance,cctv_density_estimate,lighting_score,crime_score,activity_score,event_frequency,infrastructure_score,connectivity_score,isolated_area_score,road_risk_score,travel_time_estimate,congestion_score,flood_risk,weather_exposure_score,poi_density,time_risk,adjacency_count,zone,source_area,destination_area,road_name,road_type,highway_type,zone_type,static_component,graph_component,static_distance_km,static_travel_time_min
EDGE_64_15701,64,15701,12.985801,77.609459,,30.0,0.43,0.6,0.747,0.388,0.051,0.798,0.7,0.81,0.394,0.611,0.17,0.502,0.568,0.195,0.435,6.16,0.738,0.121,0.508,0.55,0.488,6,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,UNKNOWN,tertiary,tertiary,Commercial Hub,0.2235450255280172,-3.4008602310411685e-06,0.7762740928940571,1.5525481857881143
EDGE_15702_15703,15702,15703,12.985345,77.61075,,30.0,0.47,0.6,0.821,0.49,0.085,0.661,0.583,0.778,0.274,0.577,0.092,0.543,0.628,0.269,0.348,4.36,0.73,0.299,0.385,0.514,0.366,6,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,Armstrong Road,tertiary,tertiary,Commercial Hub,0.17641327790945993,-3.4008602310411685e-06,0.7762747869235601,1.5525495738471202
EDGE_66_15704,66,15704,12.985257,77.600512,,30.0,0.59,0.3,0.697,0.425,0.434,0.801,0.599,0.677,0.449,0.397,0.187,0.523,0.56,0.299,0.432,3.5,0.635,0.211,0.3,0.41,0.467,6,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,UNKNOWN,residential,residential,Residential Hub,0.24648278029567874,-3.4008602310411685e-06,0.7762749208563967,1.5525498417127934
EDGE_67_15705,67,15705,12.987488,77.6058,,30.0,0.4,0.48,0.679,0.396,0.475,0.736,0.603,0.636,0.442,0.478,0.088,0.398,0.531,0.311,0.462,6.71,0.633,0.245,0.376,0.438,0.463,6,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,UNKNOWN,residential,residential,Residential Hub,0.29773704508054094,-3.4008602310411685e-06,0.7762715250867939,1.5525430501735877
EDGE_68_15706,68,15706,12.988037,77.608058,,30.0,0.52,0.4,0.799,0.398,0.301,0.323,0.63,0.734,0.216,0.569,0.149,0.535,0.633,0.274,0.347,5.67,0.646,0.271,0.488,0.572,0.307,6,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,AM Road,tertiary,tertiary,Commercial Hub,0.10613364832147705,-3.4008602310411685e-06,0.7762706893771412,1.5525413787542823
EDGE_69_15707,69,15707,12.991007,77.612117,,30.0,0.46,0.28,0.686,0.364,0.127,0.556,0.536,0.655,0.478,0.413,0.053,0.489,0.547,0.277,0.445,1.96,0.563,0.292,0.363,0.365,0.465,6,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,Pettigrove Street,residential,residential,Residential Hub,0.2669493054726617,-3.4008602310411685e-06,0.7762661677395206,1.5525323354790412
EDGE_70_15708,70,15708,12.985027,77.604459,,30.0,0.41,0.56,0.699,0.329,0.366,0.214,0.622,0.633,0.347,0.461,0.134,0.447,0.54,0.286,0.391,7.41,0.598,0.228,0.399,0.492,0.408,6,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,UNKNOWN,residential,residential,Residential Hub,0.1842561643880816,-3.4008602310411685e-06,0.7762752709040319,1.5525505418080638
EDGE_71_15709,71,15709,12.990665,77.608069,,20.0,0.56,0.59,0.562,0.298,0.315,0.334,0.626,0.706,0.2,0.529,0.085,0.48,0.589,0.329,0.335,3.19,0.666,0.061,0.283,0.58,0.373,8,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,UNKNOWN,living_street,living_street,Residential Hub,0.027192463490145508,-3.4008602310411685e-06,0.7762666884632847,1.5525333769265695
EDGE_72_15710,72,15710,12.988354,77.611281,,30.0,0.25,0.38,0.638,0.422,0.396,0.814,0.567,0.68,0.41,0.477,0.159,0.419,0.442,0.34,0.433,0.87,0.596,0.07,0.366,0.516,0.518,6,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,UNKNOWN,residential,residential,Residential Hub,0.25351727851011624,-3.4008602310411685e-06,0.7762702068117465,1.552540413623493
EDGE_73_15711,73,15711,12.991421,77.609452,,30.0,0.26,0.29,0.838,0.502,0.464,0.712,0.651,0.741,0.309,0.688,0.093,0.47,0.547,0.25,0.415,2.9,0.694,0.204,0.47,0.764,0.435,6,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,Seppings Road,tertiary,tertiary,Commercial Hub,0.1870980845835949,-3.4008602310411685e-06,0.7762655373721703,1.5525310747443406
EDGE_74_15712,74,15712,12.990732,77.608712,,30.0,0.45,0.41,0.668,0.422,0.274,0.325,0.631,0.63,0.412,0.521,0.16,0.477,0.491,0.313,0.381,3.82,0.645,0.128,0.295,0.571,0.384,6,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,UNKNOWN,residential,residential,Residential Hub,0.18441042232547794,-3.4008602310411685e-06,0.7762665864511817,1.5525331729023635
EDGE_15713_15714,15713,15714,12.987907,77.600055,,30.0,0.35,0.59,0.602,0.347,0.113,0.736,0.584,0.614,0.413,0.458,0.121,0.446,0.556,0.387,0.473,20.49,0.615,0.077,0.309,0.452,0.548,6,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,UNKNOWN,residential,residential,Residential Hub,0.2676584959431534,-3.4008602310411685e-06,0.7762708872713667,1.5525417745427335
EDGE_76_15715,76,15715,12.989621,77.611194,,30.0,0.34,0.63,0.86,0.456,0.061,0.659,0.626,0.73,0.211,0.575,0.118,0.557,0.62,0.211,0.329,1.76,0.637,0.128,0.463,0.561,0.372,6,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,Thimmaiah Road,tertiary,tertiary,Commercial Hub,0.09942406996139291,-3.4008602310411685e-06,0.7762682779600449,1.5525365559200899
EDGE_77_15716,77,15716,12.989225,77.602153,,30.0,0.23,0.58,0.865,0.44,0.487,0.304,0.646,0.779,0.377,0.651,0.199,0.488,0.597,0.189,0.388,0.98,0.69,0.223,0.459,0.713,0.296,6,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,Hazrat Kambal Posh Road,tertiary,tertiary,Commercial Hub,0.1861575999912154,-3.4008602310411685e-06,0.7762688808406696,1.5525377616813392
EDGE_78_15717,78,15717,12.986086,77.601418,,20.0,0.42,0.51,0.618,0.35,0.163,0.384,0.538,0.705,0.268,0.468,0.169,0.402,0.58,0.317,0.358,1.53,0.655,0.273,0.351,0.516,0.412,8,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,UNKNOWN,living_street,living_street,Residential Hub,0.18932767598087816,-3.4008602310411685e-06,0.7762736591137885,1.552547318227577
EDGE_79_15718,79,15718,12.984977,77.604699,,30.0,0.55,0.64,0.665,0.367,0.129,0.182,0.606,0.715,0.3,0.457,0.171,0.44,0.509,0.264,0.364,2.16,0.659,0.106,0.322,0.509,0.321,6,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,UNKNOWN,residential,residential,Residential Hub,0.11565155342898836,-3.4008602310411685e-06,0.7762753470005599,1.5525506940011198
EDGE_80_15719,80,15719,12.986884,77.604238,,30.0,0.45,0.49,0.736,0.498,0.42,0.477,0.684,0.794,0.334,0.61,0.065,0.502,0.642,0.254,0.383,3.5,0.744,0.147,0.477,0.649,0.334,6,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,Hazrat Kambal Posh Road,tertiary,tertiary,Commercial Hub,0.12011448240290132,-3.4008602310411685e-06,0.776272444480628,1.552544888961256
EDGE_81_15720,81,15720,12.985363,77.602339,,20.0,0.5,0.37,0.618,0.381,0.09,0.28,0.57,0.689,0.266,0.476,0.193,0.468,0.432,0.247,0.369,1.84,0.666,0.137,0.3,0.442,0.354,6,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,UNKNOWN,living_street,living_street,Residential Hub,0.13253693998770372,-3.4008602310411685e-06,0.7762747595281002,1.5525495190562004
EDGE_82_15721,82,15721,12.985724,77.598906,,30.0,0.17,0.27,0.734,0.414,0.457,0.516,0.541,0.669,0.309,0.415,0.117,0.436,0.452,0.312,0.36,2.87,0.526,0.146,0.299,0.459,0.384,6,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,UNKNOWN,residential,residential,Residential Hub,0.15465945886935958,-3.4008602310411685e-06,0.7762742100892701,1.5525484201785402
EDGE_83_15722,83,15722,12.988611,77.603309,,30.0,0.33,0.46,0.621,0.323,0.377,0.398,0.531,0.608,0.413,0.44,0.112,0.418,0.631,0.287,0.416,2.3,0.618,0.067,0.345,0.487,0.386,10,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,Slater House A Street,residential,residential,Residential Hub,0.17999692761689653,-3.4008602310411685e-06,0.7762698155753878,1.5525396311507755
EDGE_84_15723,84,15723,12.989991,77.602134,,30.0,0.17,0.67,0.738,0.428,0.081,0.28,0.619,0.703,0.281,0.611,0.173,0.525,0.575,0.245,0.358,14.27,0.683,0.1,0.465,0.635,0.307,6,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,Thimmaiah Road,tertiary,tertiary,Commercial Hub,0.1452344814864428,-3.4008602310411685e-06,0.7762677146466171,1.5525354292932343
EDGE_85_15724,85,15724,12.984453,77.611024,,30.0,0.3,0.62,0.723,0.386,0.01,0.81,0.625,0.61,0.439,0.519,0.069,0.396,0.485,0.353,0.431,14.13,0.598,0.226,0.387,0.564,0.528,4,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,UNKNOWN,residential,residential,Residential Hub,0.32298154718480726,-3.4008602310411685e-06,0.7762761444753237,1.5525522889506473
EDGE_86_15725,86,15725,12.985443,77.601137,,30.0,0.22,0.69,0.642,0.393,0.229,0.526,0.612,0.69,0.36,0.488,0.067,0.44,0.55,0.273,0.353,1.3,0.568,0.144,0.317,0.495,0.394,6,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,UNKNOWN,residential,residential,Residential Hub,0.16991280245975682,-3.4008602310411685e-06,0.7762746377700619,1.5525492755401238
EDGE_87_15726,87,15726,12.986152,77.599277,,30.0,0.31,0.63,0.735,0.419,0.353,0.366,0.568,0.659,0.409,0.528,0.124,0.429,0.613,0.258,0.422,3.26,0.572,0.196,0.363,0.584,0.346,8,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,UNKNOWN,residential,residential,Residential Hub,0.21867749735817227,-3.4008602310411685e-06,0.7762735586581129,1.5525471173162257
EDGE_88_15727,88,15727,12.988919,77.601959,,30.0,0.16,0.63,0.636,0.338,0.045,0.74,0.53,0.611,0.307,0.485,0.091,0.412,0.478,0.342,0.384,4.35,0.544,0.222,0.4,0.438,0.458,6,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,UNKNOWN,residential,residential,Residential Hub,0.2702124269943031,-3.4008602310411685e-06,0.7762693466909384,1.5525386933818768
EDGE_89_15728,89,15728,12.990326,77.607612,,30.0,0.22,0.25,0.682,0.386,0.445,0.247,0.606,0.756,0.346,0.641,0.1,0.507,0.569,0.153,0.345,3.7,0.653,0.195,0.42,0.697,0.279,8,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,Thimmaiah Road,tertiary,tertiary,Commercial Hub,0.10149893311290528,-3.4008602310411685e-06,0.7762672046063662,1.5525344092127324
EDGE_90_15729,90,15729,12.987107,77.607424,,30.0,0.43,0.46,0.732,0.419,0.335,0.198,0.601,0.639,0.337,0.447,0.193,0.459,0.471,0.332,0.377,4.11,0.555,0.217,0.346,0.399,0.368,6,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,UNKNOWN,residential,residential,Residential Hub,0.1907161621910843,-3.4008602310411685e-06,0.7762721050403126,1.5525442100806253
EDGE_91_15730,91,15730,12.991226,77.610292,,30.0,0.12,0.66,0.726,0.441,0.38,0.52,0.599,0.761,0.347,0.622,0.073,0.512,0.583,0.252,0.399,5.11,0.652,0.108,0.508,0.598,0.377,6,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,Narayan Pillai Street,tertiary,tertiary,Commercial Hub,0.17346581775937756,-3.4008602310411685e-06,0.77626583428672,1.55253166857344
EDGE_92_15731,92,15731,12.991005,77.607926,,30.0,0.36,0.44,0.691,0.379,0.486,0.484,0.555,0.663,0.481,0.481,0.183,0.414,0.471,0.3,0.413,1.55,0.596,0.151,0.306,0.439,0.409,6,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,UNKNOWN,residential,residential,Residential Hub,0.2547486285974925,-3.4008602310411685e-06,0.7762661707847269,1.5525323415694539
EDGE_93_15732,93,15732,12.989338,77.61262,,30.0,0.5,0.59,0.69,0.491,0.48,0.417,0.712,0.781,0.393,0.601,0.19,0.583,0.596,0.221,0.37,0.58,0.703,0.073,0.475,0.598,0.348,6,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,Thimmaiah Road,tertiary,tertiary,Commercial Hub,0.12481578439665396,-3.4008602310411685e-06,0.7762687088083432,1.5525374176166864
EDGE_94_15733,94,15733,12.986494,77.6015,,20.0,0.53,0.27,0.653,0.376,0.445,0.747,0.594,0.677,0.219,0.432,0.156,0.377,0.497,0.349,0.43,2.2,0.638,0.28,0.354,0.404,0.419,6,CENTRAL BANGALORE,Shivajinagar,Shivajinagar,UNKNOWN,living_street,living_street,Residential Hub,0.21558633203456207,-3.4008602310411685e-06,0.7762730381072508,1.5525460762145016
EDGE_95_15734,95,15734,12.97209,77.600237,,30.0,0.57,0.68,0.731,0.722,0.237,0.588,0.713,0.777,0.49,0.513,0.147,0.423,0.601,0.288,0.462,4.78,0.695,0.093,0.32,0.569,0.45,6,CENTRAL BANGALORE,MG Road,MG Road,UNKNOWN,residential,residential,Commercial Hub,0.2396571715146231,-3.4008602310411685e-06,0.7762949507806287,1.5525899015612574
EDGE_96_15735,96,15735,12.982153,77.603446,,30.0,0.32,0.24,0.95,0.717,0.365,0.648,0.7,0.824,0.273,0.65,0.155,0.527,0.53,0.208,0.33,1.02,0.643,0.231,0.493,0.659,0.398,4,CENTRAL BANGALORE,MG Road,MG Road,UNKNOWN,tertiary,tertiary,Commercial Hub,0.1347709647928621,-3.4008602310411685e-06,0.7762796444778284,1.5525592889556568
EDGE_97_15736,97,15736,12.976638,77.601828,,30.0,0.28,0.47,0.95,0.793,0.418,0.156,0.75,0.82,0.347,0.692,0.196,0.584,0.506,0.281,0.406,0.71,0.826,0.217,0.408,0.758,0.279,4,CENTRAL BANGALORE,MG Road,MG Road,Mahatma Gandhi Road,secondary,secondary,Commercial Hub,0.17946311951520094,-3.4008602310411685e-06,0.7762880344608545,1.552576068921709
EDGE_98_15737,98,15737,12.980473,77.612786,,30.0,0.53,0.4,0.698,0.665,0.155,0.451,0.72,0.708,0.473,0.588,0.109,0.499,0.526,0.252,0.442,6.56,0.715,0.058,0.26,0.557,0.378,6,CENTRAL BANGALORE,MG Road,MG Road,UNKNOWN,residential,residential,Commercial Hub,0.18505165749439523,-3.4008602310411685e-06,0.7762822006268552,1.5525644012537103
EDGE_99_15738,99,15738,12.97178,77.600232,,20.0,0.41,0.26,0.708,0.651,0.091,0.183,0.726,0.829,0.313,0.541,0.183,0.369,0.417,0.324,0.405,1.98,0.652,0.197,0.297,0.479,0.268,6,CENTRAL BANGALORE,MG Road,MG Road,UNKNOWN,living_street,living_street,Nightlife Hub,0.17130388330127005,-3.4008602310411685e-06,0.7762954221252709,1.5525908442505418
EDGE_100_15739,100,15739,12.978619,77.606848,,30.0,0.37,0.59,0.95,0.81,0.241,0.16,0.766,0.886,0.388,0.65,0.144,0.457,0.504,0.219,0.373,13.97,0.78,0.221,0.496,0.693,0.304,3,CENTRAL BANGALORE,MG Road,MG Road,Main Guard Cross Road,tertiary,tertiary,Commercial Hub,0.17939647251587443,-3.4008602310411685e-06,0.7762850211528652,1.5525700423057305
EDGE_101_15740,101,15740,12.971377,77.607019,,40.0,0.29,0.55,0.95,0.656,0.452,0.546,0.765,0.88,0.299,0.62,0.077,0.577,0.56,0.224,0.369,1.53,0.687,0.054,0.423,0.65,0.331,4,CENTRAL BANGALORE,MG Road,MG Road,Brigade Road,secondary,secondary,Commercial Hub,0.06034165221707733,-3.4008602310411685e-06,0.7762960348572086,1.552592069714417
EDGE_102_15741,102,15741,12.969252,77.607184,,20.0,0.45,0.52,0.707,0.6,0.238,0.629,0.68,0.763,0.208,0.604,0.145,0.442,0.53,0.274,0.353,6.94,0.708,0.131,0.355,0.611,0.39,6,CENTRAL BANGALORE,MG Road,MG Road,H1 Street,living_street,living_street,Commercial Hub,0.1213884658170998,-3.4008602310411685e-06,0.7762992654628756,1.5525985309257513
EDGE_103_15742,103,15742,12.972735,77.60955,,30.0,0.41,0.37,0.877,0.666,0.238,0.268,0.665,0.781,0.36,0.533,0.142,0.485,0.489,0.269,0.376,8.92,0.6,0.069,0.291,0.573,0.353,5,CENTRAL BANGALORE,MG Road,MG Road,1st Cross Road,residential,residential,Commercial Hub,0.10431590521663385,-3.4008602310411685e-06,0.7762939700451718,1.5525879400903435
EDGE_104_15743,104,15743,12.969629,77.607344,,20.0,0.31,0.53,0.802,0.63,0.096,0.849,0.635,0.797,0.215,0.496,0.101,0.419,0.449,0.321,0.365,1.23,0.645,0.054,0.337,0.536,0.384,6,CENTRAL BANGALORE,MG Road,MG Road,H1 Street,living_street,living_street,Commercial Hub,0.13659003724164054,-3.4008602310411685e-06,0.776298692352342,1.552597384704684
EDGE_105_15744,105,15744,12.97274,77.612711,,10.0,0.14,0.23,0.715,0.515,0.474,0.5,0.626,0.738,0.256,0.531,0.103,0.32,0.358,0.319,0.396,24.06,0.58,0.141,0.341,0.542,0.366,4,CENTRAL BANGALORE,MG Road,MG Road,Primrose Road,unclassified,unclassified,Commercial Hub,0.1660924688199712,-3.4008602310411685e-06,0.7762939624423891,1.5525879248847783
EDGE_106_15745,106,15745,12.969183,77.606511,,20.0,0.46,0.31,0.711,0.705,0.386,0.17,0.688,0.765,0.271,0.5,0.168,0.446,0.45,0.329,0.412,3.04,0.676,0.147,0.304,0.556,0.363,4,CENTRAL BANGALORE,MG Road,MG Road,UNKNOWN,living_street,living_street,Nightlife Hub,0.12871109660091518,-3.4008602310411685e-06,0.7762993703540608,1.5525987407081216
EDGE_107_15746,107,15746,12.968541,77.60778,,30.0,0.26,0.62,0.791,0.641,0.372,0.537,0.613,0.703,0.356,0.569,0.064,0.366,0.474,0.333,0.375,0.85,0.619,0.242,0.324,0.599,0.395,6,CENTRAL BANGALORE,MG Road,MG Road,UNKNOWN,residential,residential,Commercial Hub,0.23639207104434568,-3.4008602310411685e-06,0.7763003462725602,1.5526006925451203
EDGE_108_15747,108,15747,12.96955,77.60762,,30.0,0.13,0.47,0.825,0.673,0.386,0.721,0.628,0.656,0.417,0.559,0.134,0.426,0.519,0.317,0.397,1.56,0.582,0.127,0.304,0.583,0.475,6,CENTRAL BANGALORE,MG Road,MG Road,UNKNOWN,residential,residential,Commercial Hub,0.24972107630896262,-3.4008602310411685e-06,0.776298812448441,1.552597624896882
EDGE_109_15748,109,15748,12.98253,77.602241,,30.0,0.2,0.42,0.819,0.708,0.427,0.878,0.612,0.751,0.448,0.513,0.157,0.394,0.404,0.338,0.429,8.67,0.564,0.29,0.285,0.496,0.509,4,CENTRAL BANGALORE,MG Road,MG Road,Bowring Hospital Road,residential,residential,Nightlife Hub,0.3394750751898614,-3.4008602310411685e-06,0.7762790708223749,1.5525581416447498
EDGE_110_15749,110,15749,12.968856,77.608244,,30.0,0.34,0.56,0.744,0.719,0.095,0.452,0.642,0.719,0.429,0.463,0.115,0.403,0.485,0.295,0.408,0.8,0.686,0.278,0.324,0.408,0.392,6,CENTRAL BANGALORE,MG Road,MG Road,UNKNOWN,residential,residential,Nightlife Hub,0.28985368469099676,-3.4008602310411685e-06,0.7762998674398148,1.5525997348796297
EDGE_15750_15751,15750,15751,12.969765,77.609216,,30.0,0.4,0.65,0.795,0.65,0.06,0.325,0.726,0.721,0.402,0.568,0.186,0.441,0.576,0.239,0.397,1.97,0.651,0.109,0.332,0.533,0.394,6,CENTRAL BANGALORE,MG Road,MG Road,2nd Cross Road,residential,residential,Commercial Hub,0.1896712302450415,-3.4008602310411685e-06,0.7762984856029889,1.5525969712059777
EDGE_112_15752,112,15752,12.96845,77.607689,,20.0,0.23,0.69,0.79,0.56,0.187,0.833,0.762,0.747,0.366,0.519,0.066,0.388,0.378,0.36,0.442,3.8,0.662,0.225,0.287,0.552,0.444,4,CENTRAL BANGALORE,MG Road,MG Road,UNKNOWN,living_street,living_street,Commercial Hub,0.28493034275565343,-3.4008602310411685e-06,0.7763004845999499,1.5526009691998999
EDGE_113_15753,113,15753,12.968649,77.606567,,30.0,0.52,0.62,0.796,0.607,0.256,0.396,0.64,0.723,0.421,0.506,0.172,0.412,0.559,0.291,0.442,6.31,0.727,0.212,0.327,0.485,0.41,8,CENTRAL BANGALORE,MG Road,MG Road,Pulliyar Kovil Street,residential,residential,Commercial Hub,0.255393984707594,-3.4008602310411685e-06,0.7763001821025856,1.5526003642051711
EDGE_114_15754,114,15754,12.980202,77.613335,,30.0,0.12,0.38,0.751,0.623,0.2,0.448,0.698,0.74,0.323,0.517,0.085,0.399,0.431,0.335,0.371,8.42,0.566,0.171,0.401,0.533,0.425,4,CENTRAL BANGALORE,MG Road,MG Road,UNKNOWN,residential,residential,Commercial Hub,0.18977180812661276,-3.4008602310411685e-06,0.7762826129284204,1.5525652258568408
EDGE_115_15755,115,15755,12.975638,77.601644,,40.0,0.24,0.26,0.816,0.789,0.286,0.774,0.742,0.91,0.262,0.744,0.118,0.62,0.539,0.199,0.306,3.26,0.772,0.237,0.455,0.69,0.321,4,CENTRAL BANGALORE,MG Road,MG Road,Saint Mark's Road,secondary,secondary,Commercial Hub,0.12057117883297148,-3.4008602310411685e-06,0.77628955539835,1.5525791107967
EDGE_116_15756,116,15756,12.969828,77.608989,,30.0,0.4,0.44,0.702,0.682,0.441,0.369,0.697,0.769,0.344,0.484,0.11,0.449,0.547,0.255,0.406,2.09,0.627,0.294,0.388,0.457,0.367,6,CENTRAL BANGALORE,MG Road,MG Road,1st Cross Road,residential,residential,Commercial Hub,0.19534842379705764,-3.4008602310411685e-06,0.776298389828689,1.552596779657378
EDGE_117_15757,117,15757,12.973726,77.604751,,20.0,0.34,0.67,0.715,0.567,0.103,0.412,0.652,0.772,0.325,0.539,0.154,0.34,0.525,0.242,0.358,2.22,0.615,0.176,0.327,0.597,0.31,6,CENTRAL BANGALORE,MG Road,MG Road,UNKNOWN,living_street,living_street,Commercial Hub,0.17951690235255718,-3.4008602310411685e-06,0.7762924631189383,1.5525849262378766
EDGE_118_15758,118,15758,12.975978,77.61263,,50.0,0.2,0.22,0.862,0.759,0.222,0.57,0.855,0.964,0.21,0.745,0.177,0.672,0.602,0.168,0.33,15.6,0.69,0.126,0.634,0.729,0.32,4,CENTRAL BANGALORE,MG Road,MG Road,Cubbon Road,primary,primary,Commercial Hub,0.04192201079179272,-3.4008602310411685e-06,0.7762890382921722,1.5525780765843444
EDGE_119_15759,119,15759,12.969986,77.611277,,50.0,0.42,0.43,0.888,0.626,0.053,0.26,0.788,0.961,0.17,0.664,0.054,0.656,0.591,0.18,0.263,15.97,0.709,0.116,0.538,0.623,0.228,3,CENTRAL BANGALORE,MG Road,MG Road,Magrath Road,primary,primary,Commercial Hub,-0.057899273513777785,-3.4008602310411685e-06,0.7762981496308701,1.5525962992617401
EDGE_120_15760,120,15760,12.968551,77.607352,,20.0,0.28,0.41,0.658,0.707,0.331,0.299,0.738,0.794,0.23,0.526,0.183,0.34,0.422,0.225,0.359,4.41,0.631,0.163,0.33,0.524,0.298,6,CENTRAL BANGALORE,MG Road,MG Road,UNKNOWN,living_street,living_street,Nightlife Hub,0.12889008590092826,-3.4008602310411685e-06,0.7763003310716915,1.552600662143383
EDGE_121_15761,121,15761,12.974751,77.60594,,30.0,0.49,0.46,0.65,0.597,0.126,0.593,0.673,0.704,0.296,0.441,0.065,0.343,0.392,0.373,0.387,36.02,0.629,0.241,0.327,0.429,0.483,3,CENTRAL BANGALORE,MG Road,MG Road,Church Street,unclassified,unclassified,Commercial Hub,0.223486064106387,-3.4008602310411685e-06,0.7762909043761449,1.5525818087522898
EDGE_122_15762,122,15762,12.980555,77.601115,,30.0,0.1,0.4,0.842,0.693,0.474,0.547,0.626,0.701,0.436,0.502,0.058,0.374,0.448,0.32,0.463,15.33,0.661,0.186,0.37,0.53,0.462,5,CENTRAL BANGALORE,MG Road,MG Road,Union street,residential,residential,Commercial Hub,0.283211371407048,-3.4008602310411685e-06,0.7762820758697784,1.5525641517395568
EDGE_123_15763,123,15763,12.969456,77.608243,,30.0,0.5,0.58,0.711,0.632,0.246,0.282,0.647,0.681,0.324,0.517,0.098,0.423,0.495,0.301,0.365,2.01,0.68,0.084,0.387,0.574,0.321,6,CENTRAL BANGALORE,MG Road,MG Road,Markham Road,residential,residential,Commercial Hub,0.1395201663673588,-3.4008602310411685e-06,0.7762989553466859,1.5525979106933718
EDGE_124_15764,124,15764,12.976167,77.611853,,45.0,0.49,0.33,0.841,0.65,0.059,0.436,0.765,0.878,0.372,0.56,0.085,0.609,0.636,0.266,0.35,1.32,0.71,0.156,0.483,0.572,0.415,4,CENTRAL BANGALORE,MG Road,MG Road,UNKNOWN,primary_link,primary_link,Commercial Hub,0.09757317287145048,-3.4008602310411685e-06,0.7762887508363726,1.5525775016727452
EDGE_125_15765,125,15765,12.982078,77.608659,,30.0,0.35,0.66,0.701,0.572,0.253,0.201,0.733,0.719,0.287,0.461,0.118,0.345,0.398,0.361,0.382,6.45,0.661,0.15,0.287,0.471,0.324,4,CENTRAL BANGALORE,MG Road,MG Road,Commercial Street,unclassified,unclassified,Commercial Hub,0.16856050769706313,-3.4008602310411685e-06,0.7762797585983671,1.5525595171967341
EDGE_126_15766,126,15766,12.980984,77.613198,,30.0,0.44,0.58,0.867,0.766,0.219,0.27,0.659,0.698,0.44,0.499,0.108,0.461,0.426,0.281,0.393,9.1,0.628,0.076,0.348,0.483,0.398,4,CENTRAL BANGALORE,MG Road,MG Road,Gangadhar Chetty Cross Road,residential,residential,Commercial Hub,0.18952051193212632,-3.4008602310411685e-06,0.7762814231649878,1.5525628463299757
EDGE_127_15767,127,15767,12.975924,77.604917,,30.0,0.43,0.65,0.937,0.668,0.401,0.513,0.712,0.821,0.335,0.61,0.142,0.56,0.633,0.273,0.43,61.34,0.746,0.068,0.489,0.619,0.393,4,CENTRAL BANGALORE,MG Road,MG Road,Mahatma Gandhi Road,secondary,secondary,Commercial Hub,0.14224434261862717,-3.4008602310411685e-06,0.7762891204216656,1.5525782408433313
EDGE_128_15768,128,15768,12.969459,77.606435,,40.0,0.21,0.55,0.95,0.756,0.291,0.164,0.76,0.852,0.372,0.596,0.05,0.511,0.567,0.241,0.366,4.8,0.7,0.207,0.382,0.57,0.34,4,CENTRAL BANGALORE,MG Road,MG Road,Brigade Road,secondary,secondary,Commercial Hub,0.12787217256332536,-3.4008602310411685e-06,0.776298950786119,1.552597901572238
