edge_id,geometry_polyline,geometry_length,bearing,road_curvature
EDGE_43142_43143,"[[12.983015, 77.6007], [12.985515, 77.6032], [12.988015, 77.6057]]",0.7763,44.26,0.0
EDGE_223_43145,"[[12.987407, 77.60391], [12.989907, 77.60641], [12.992407, 77.60891]]",0.7763,44.26,0.0
EDGE_224_43146,"[[12.987349, 77.60384], [12.989849, 77.60634], [12.992349, 77.60884]]",0.7763,44.26,0.0
EDGE_225_43147,"[[12.98729, 77.60401], [12.98979, 77.60651], [12.99229, 77.60901]]",0.7763,44.26,0.0
EDGE_226_43148,"[[12.987734, 77.60706], [12.990234, 77.60956], [12.992734, 77.61206]]",0.7763,44.26,0.0
EDGE_43149_43150,"[[12.986535, 77.60668], [12.989035, 77.60918], [12.991535, 77.61168]]",0.7763,44.26,0.0
EDGE_228_43151,"[[12.986354, 77.607086], [12.988854, 77.609586], [12.991354, 77.612086]]",0.7763,44.26,0.0
EDGE_229_43152,"[[12.986664, 77.60711], [12.989164, 77.60961], [12.991664, 77.61211]]",0.7763,44.26,0.0
EDGE_230_43153,"[[12.985356, 77.60773], [12.987856, 77.61023], [12.990356, 77.61273]]",0.7763,44.26,0.0
EDGE_231_43154,"[[12.985758, 77.60754], [12.988258, 77.61004], [12.990758, 77.61254]]",0.7763,44.26,0.0
EDGE_232_43155,"[[12.983049, 77.61174], [12.985549, 77.61424], [12.988049, 77.61674]]",0.7763,44.26,0.0
EDGE_43156_43157,"[[12.982755, 77.611694], [12.985255, 77.614194], [12.987755, 77.616694]]",0.7763,44.26,0.0
EDGE_234_43158,"[[12.983577, 77.60907], [12.986077, 77.61157], [12.988577, 77.61407]]",0.7763,44.26,0.0
EDGE_235_43159,"[[12.985629, 77.60826], [12.988129, 77.61076], [12.990629, 77.61326]]",0.7763,44.26,0.0
EDGE_236_43160,"[[12.98785, 77.60892], [12.99035, 77.61142], [12.99285, 77.61392]]",0.7763,44.26,0.0
EDGE_237_43161,"[[12.986968, 77.60897], [12.989468, 77.61147], [12.991968, 77.61397]]",0.7763,44.26,0.0
EDGE_238_43162,"[[12.982328, 77.6091], [12.984828, 77.6116], [12.987328, 77.6141]]",0.7763,44.26,0.0
EDGE_239_43163,"[[12.9828005, 77.60885], [12.9853005, 77.61135], [12.9878005, 77.61385]]",0.7763,44.26,0.0
EDGE_240_43164,"[[12.985832, 77.60979], [12.988332, 77.61229], [12.990832, 77.61479]]",0.7763,44.26,0.0
EDGE_241_43165,"[[12.984697, 77.61298], [12.987197, 77.61548], [12.989697, 77.61798]]",0.7763,44.26,0.0
EDGE_242_43166,"[[12.984597, 77.614494], [12.987097, 77.616994], [12.989597, 77.619494]]",0.7763,44.26,0.0
EDGE_244_43168,"[[12.981047, 77.60979], [12.983547, 77.61229], [12.986047, 77.61479]]",0.7763,44.26,0.0
EDGE_245_43169,"[[12.981424, 77.60964], [12.983924, 77.61214], [12.986424, 77.61464]]",0.7763,44.26,0.0
EDGE_246_43170,"[[12.984026, 77.61078], [12.986526, 77.61328], [12.989026, 77.61578]]",0.7763,44.26,0.0
EDGE_247_43171,"[[12.985581, 77.60908], [12.988081, 77.61158], [12.990581, 77.61408]]",0.7763,44.26,0.0
EDGE_248_43172,"[[12.98578, 77.60896], [12.98828, 77.61146], [12.99078, 77.61396]]",0.7763,44.26,0.0
EDGE_249_43173,"[[12.985974, 77.61118], [12.988474, 77.61368], [12.990974, 77.61618]]",0.7763,44.26,0.0
EDGE_250_43174,"[[12.987607, 77.61151], [12.990107, 77.61401], [12.992607, 77.61651]]",0.7763,44.26,0.0
EDGE_251_43175,"[[12.987821, 77.61084], [12.990321, 77.61334], [12.992821, 77.61584]]",0.7763,44.26,0.0
EDGE_252_43176,"[[12.988592, 77.61005], [12.991092, 77.61255], [12.993592, 77.61505]]",0.7763,44.26,0.0
EDGE_253_43177,"[[12.988392, 77.60969], [12.990892, 77.61219], [12.993392, 77.61469]]",0.7763,44.26,0.0
EDGE_254_43178,"[[12.988091, 77.60994], [12.990591, 77.61244], [12.993091, 77.61494]]",0.7763,44.26,0.0
EDGE_255_43179,"[[12.988742, 77.60926], [12.991242, 77.61176], [12.993742, 77.61426]]",0.7763,44.26,0.0
EDGE_43180_43181,"[[12.9881935, 77.607285], [12.9906935, 77.609785], [12.9931935, 77.612285]]",0.7763,44.26,0.0
EDGE_257_43182,"[[12.988285, 77.60689], [12.990785, 77.60939], [12.993285, 77.61189]]",0.7763,44.26,0.0
EDGE_258_43183,"[[12.985993, 77.608986], [12.988493, 77.611486], [12.990993, 77.613986]]",0.7763,44.26,0.0
EDGE_259_43184,"[[12.98577, 77.60914], [12.98827, 77.61164], [12.99077, 77.61414]]",0.7763,44.26,0.0
EDGE_260_43185,"[[12.986066, 77.60876], [12.988566, 77.61126], [12.991066, 77.61376]]",0.7763,44.26,0.0
EDGE_261_43186,"[[12.986947, 77.60796], [12.989447, 77.61046], [12.991947, 77.61296]]",0.7763,44.26,0.0
EDGE_262_43187,"[[12.985869, 77.605385], [12.988369, 77.607885], [12.990869, 77.610385]]",0.7763,44.26,0.0
EDGE_43188_43189,"[[12.987985, 77.60489], [12.990485, 77.60739], [12.992985, 77.60989]]",0.7763,44.26,0.0
EDGE_264_43190,"[[12.987298, 77.6068], [12.989798, 77.6093], [12.992298, 77.6118]]",0.7763,44.26,0.0
EDGE_265_43191,"[[12.987107, 77.60742], [12.989607, 77.60992], [12.992107, 77.61242]]",0.7763,44.26,0.0
EDGE_266_43192,"[[12.987399, 77.6075], [12.989899, 77.61], [12.992399, 77.6125]]",0.7763,44.26,0.0
EDGE_267_43193,"[[12.987577, 77.60755], [12.990077, 77.61005], [12.992577, 77.61255]]",0.7763,44.26,0.0
EDGE_43194_43195,"[[12.987352, 77.607285], [12.989852, 77.609785], [12.992352, 77.612285]]",0.7763,44.26,0.0
EDGE_269_43196,"[[12.984134, 77.60621], [12.986634, 77.60871], [12.989134, 77.61121]]",0.7763,44.26,0.0
EDGE_270_43197,"[[12.983797, 77.60638], [12.986297, 77.60888], [12.988797, 77.61138]]",0.7763,44.26,0.0
EDGE_271_43198,"[[12.982942, 77.61257], [12.985442, 77.61507], [12.987942, 77.61757]]",0.7763,44.26,0.0
EDGE_272_43199,"[[12.982806, 77.612816], [12.985306, 77.615316], [12.987806, 77.617816]]",0.7763,44.26,0.0
EDGE_273_43200,"[[12.98327, 77.61239], [12.98577, 77.61489], [12.98827, 77.61739]]",0.7763,44.26,0.0
EDGE_274_43201,"[[12.983756, 77.61076], [12.986256, 77.61326], [12.988756, 77.61576]]",0.7763,44.26,0.0
EDGE_275_43202,"[[12.984269, 77.61092], [12.986769, 77.61342], [12.989269, 77.61592]]",0.7763,44.26,0.0
EDGE_276_43203,"[[12.983752, 77.61243], [12.986259, 77.61492], [12.988766, 77.61741]]",0.7759,44.06,0.0
EDGE_277_43204,"[[12.983763, 77.61213], [12.986263, 77.61463], [12.988763, 77.61713]]",0.7763,44.26,0.0
EDGE_278_43205,"[[12.983499, 77.61217], [12.985999, 77.61467], [12.988499, 77.61717]]",0.7763,44.26,0.0
EDGE_43206_43207,"[[12.983455, 77.612656], [12.985955, 77.615156], [12.988455, 77.617656]]",0.7763,44.26,0.0
EDGE_43208_43209,"[[12.985375, 77.611305], [12.987875, 77.613805], [12.990375, 77.616305]]",0.7763,44.26,0.0
EDGE_281_43210,"[[12.985051, 77.61124], [12.987551, 77.61374], [12.990051, 77.61624]]",0.7763,44.26,0.0
EDGE_282_43211,"[[12.984788, 77.611176], [12.987288, 77.613676], [12.989788, 77.616176]]",0.7763,44.26,0.0
EDGE_283_43212,"[[12.986322, 77.610504], [12.988822, 77.613004], [12.991322, 77.615504]]",0.7763,44.26,0.0
EDGE_284_43213,"[[12.98594, 77.610374], [12.98844, 77.612874], [12.99094, 77.615374]]",0.7763,44.26,0.0
EDGE_285_43214,"[[12.98622, 77.61149], [12.98872, 77.61399], [12.99122, 77.61649]]",0.7763,44.26,0.0
EDGE_286_43215,"[[12.988584, 77.61284], [12.991084, 77.61534], [12.993584, 77.61784]]",0.7763,44.26,0.0
EDGE_43216_43217,"[[12.987481, 77.602875], [12.989981, 77.605375], [12.992481, 77.607875]]",0.7763,44.26,0.0
EDGE_288_43218,"[[12.986657, 77.60267], [12.989157, 77.60517], [12.991657, 77.60767]]",0.7763,44.26,0.0
EDGE_289_43219,"[[12.982544, 77.60967], [12.985044, 77.61217], [12.987544, 77.61467]]",0.7763,44.26,0.0
EDGE_290_43220,"[[12.967925, 77.60847], [12.970425, 77.61097], [12.972925, 77.61347]]",0.7763,44.26,0.0
EDGE_291_43221,"[[12.967732, 77.60878], [12.970232, 77.61128], [12.972732, 77.61378]]",0.7763,44.26,0.0
EDGE_292_43222,"[[12.96797, 77.6082], [12.97047, 77.6107], [12.97297, 77.6132]]",0.7763,44.26,0.0
EDGE_293_43223,"[[12.9675045, 77.608696], [12.9700045, 77.611196], [12.9725045, 77.613696]]",0.7763,44.26,0.0
EDGE_294_43224,"[[12.968359, 77.60736], [12.970859, 77.60986], [12.973359, 77.61236]]",0.7763,44.26,0.0
EDGE_295_43225,"[[12.968392, 77.60749], [12.970892, 77.60999], [12.973392, 77.61249]]",0.7763,44.26,0.0
EDGE_296_43226,"[[12.969008, 77.60764], [12.971508, 77.61014], [12.974008, 77.61264]]",0.7763,44.26,0.0
EDGE_297_43227,"[[12.96886, 77.60787], [12.97136, 77.61037], [12.97386, 77.61287]]",0.7763,44.26,0.0
EDGE_298_43228,"[[12.969031, 77.60811], [12.971531, 77.61061], [12.974031, 77.61311]]",0.7763,44.26,0.0
EDGE_299_43229,"[[12.968541, 77.60778], [12.971041, 77.61028], [12.973541, 77.61278]]",0.7763,44.26,0.0
EDGE_300_43230,"[[12.9686, 77.60762], [12.9711, 77.61012], [12.9736, 77.61262]]",0.7763,44.26,0.0
EDGE_301_43231,"[[12.967806, 77.60998], [12.970306, 77.61248], [12.972806, 77.61498]]",0.7763,44.26,0.0
EDGE_302_43232,"[[12.96765, 77.61061], [12.97015, 77.61311], [12.97265, 77.61561]]",0.7763,44.26,0.0
EDGE_303_43233,"[[12.96824, 77.60803], [12.97074, 77.61053], [12.97324, 77.61303]]",0.7763,44.26,0.0
EDGE_304_43234,"[[12.968678, 77.607124], [12.971178, 77.609624], [12.973678, 77.612124]]",0.7763,44.26,0.0
EDGE_305_43235,"[[12.967299, 77.60803], [12.969799, 77.61053], [12.972299, 77.61303]]",0.7763,44.26,0.0
EDGE_306_43236,"[[12.966923, 77.60837], [12.969423, 77.61087], [12.971923, 77.61337]]",0.7763,44.26,0.0
EDGE_307_43237,"[[12.966772, 77.60769], [12.969272, 77.61019], [12.971772, 77.61269]]",0.7763,44.26,0.0
EDGE_308_43238,"[[12.969541, 77.60905], [12.972041, 77.61155], [12.974541, 77.61405]]",0.7763,44.26,0.0
EDGE_309_43239,"[[12.969811, 77.60911], [12.972311, 77.61161], [12.974811, 77.61411]]",0.7763,44.26,0.0
EDGE_310_43240,"[[12.96985, 77.60856], [12.97235, 77.61106], [12.97485, 77.61356]]",0.7763,44.26,0.0
EDGE_43241_43242,"[[12.970325, 77.608795], [12.972825, 77.611295], [12.975325, 77.613795]]",0.7763,44.26,0.0
EDGE_312_43243,"[[12.969579, 77.608826], [12.972079, 77.611326], [12.974579, 77.613826]]",0.7763,44.26,0.0
EDGE_313_43244,"[[12.96948, 77.60924], [12.9719955, 77.611715], [12.974511, 77.61419]]",0.775,43.79,0.0
EDGE_314_43245,"[[12.969526, 77.60953], [12.972026, 77.61203], [12.974526, 77.61453]]",0.7763,44.26,0.0
EDGE_315_43246,"[[12.969642, 77.6084], [12.972142, 77.6109], [12.974642, 77.6134]]",0.7763,44.26,0.0
EDGE_316_43247,"[[12.969769, 77.60822], [12.972269, 77.61072], [12.974769, 77.61322]]",0.7763,44.26,0.0
EDGE_317_43248,"[[12.973833, 77.62005], [12.976333, 77.62255], [12.978833, 77.62505]]",0.7763,44.26,0.0
EDGE_318_43249,"[[12.975015, 77.5935], [12.977515, 77.596], [12.980015, 77.5985]]",0.7763,44.26,0.0
EDGE_319_43250,"[[12.966819, 77.59459], [12.969319, 77.59709], [12.971819, 77.59959]]",0.7763,44.26,0.0
EDGE_320_43251,"[[12.967066, 77.59462], [12.969566, 77.59712], [12.972066, 77.59962]]",0.7763,44.26,0.0
EDGE_321_43252,"[[12.965922, 77.59407], [12.968422, 77.59657], [12.970922, 77.59907]]",0.7763,44.26,0.0
EDGE_322_43253,"[[12.965806, 77.5944], [12.968306, 77.5969], [12.970806, 77.5994]]",0.7763,44.26,0.0
EDGE_323_43254,"[[12.965896, 77.59488], [12.968396, 77.59738], [12.970896, 77.59988]]",0.7763,44.26,0.0
EDGE_324_43255,"[[12.963748, 77.593864], [12.966248, 77.596364], [12.968748, 77.598864]]",0.7763,44.26,0.0
EDGE_325_43256,"[[12.963032, 77.59374], [12.965532, 77.59624], [12.968032, 77.59874]]",0.7763,44.26,0.0
EDGE_326_43257,"[[12.964299, 77.5939], [12.966799, 77.5964], [12.969299, 77.5989]]",0.7763,44.26,0.0
EDGE_327_43258,"[[12.96474, 77.593925], [12.96724, 77.596425], [12.96974, 77.598925]]",0.7763,44.26,0.0
EDGE_328_43259,"[[12.965286, 77.59398], [12.967786, 77.59648], [12.970286, 77.59898]]",0.7763,44.26,0.0
EDGE_329_43260,"[[12.965717, 77.59404], [12.968217, 77.59654], [12.970717, 77.59904]]",0.7763,44.26,0.0
EDGE_330_43261,"[[12.966048, 77.59447], [12.968548, 77.59697], [12.971048, 77.59947]]",0.7763,44.26,0.0
EDGE_331_43262,"[[12.966219, 77.59412], [12.968719, 77.59662], [12.971219, 77.59912]]",0.7763,44.26,0.0
EDGE_332_43263,"[[12.966614, 77.593956], [12.969114, 77.596456], [12.971614, 77.598956]]",0.7763,44.26,0.0
EDGE_333_43264,"[[12.9667425, 77.593376], [12.9692425, 77.595876], [12.9717425, 77.598376]]",0.7763,44.26,0.0
EDGE_334_43265,"[[12.96339, 77.5936], [12.96589, 77.5961], [12.96839, 77.5986]]",0.7763,44.26,0.0
EDGE_335_43266,"[[12.963885, 77.59374], [12.966385, 77.59624], [12.968885, 77.59874]]",0.7763,44.26,0.0
EDGE_336_43267,"[[12.965424, 77.59324], [12.967924, 77.59574], [12.970424, 77.59824]]",0.7763,44.26,0.0
EDGE_337_43268,"[[12.96401, 77.59349], [12.96651, 77.59599], [12.96901, 77.59849]]",0.7763,44.26,0.0
EDGE_338_43269,"[[12.965541, 77.59402], [12.968041, 77.59652], [12.970541, 77.59902]]",0.7763,44.26,0.0
EDGE_43270_43271,"[[12.963875, 77.59325], [12.966375, 77.59575], [12.968875, 77.59825]]",0.7763,44.26,0.0
EDGE_340_43272,"[[12.963199, 77.593285], [12.965699, 77.595785], [12.968199, 77.598285]]",0.7763,44.26,0.0
EDGE_341_43273,"[[12.96465, 77.60576], [12.96715, 77.60826], [12.96965, 77.61076]]",0.7763,44.26,0.0
EDGE_342_43274,"[[12.964458, 77.60572], [12.966958, 77.60822], [12.969458, 77.61072]]",0.7763,44.26,0.0
EDGE_343_43275,"[[12.964477, 77.60622], [12.966977, 77.60872], [12.969477, 77.61122]]",0.7763,44.26,0.0
EDGE_43276_43277,"[[12.963238, 77.611305], [12.965738, 77.613805], [12.968238, 77.616305]]",0.7763,44.26,0.0
EDGE_43278_43279,"[[12.963285, 77.61161], [12.965785, 77.61411], [12.968285, 77.61661]]",0.7763,44.26,0.0
EDGE_346_43280,"[[12.963754, 77.615], [12.966254, 77.6175], [12.968754, 77.62]]",0.7763,44.26,0.0
EDGE_347_43281,"[[12.963707, 77.61545], [12.966207, 77.61795], [12.968707, 77.62045]]",0.7763,44.26,0.0
EDGE_348_43282,"[[12.9643345, 77.61496], [12.9668345, 77.61746], [12.9693345, 77.61996]]",0.7763,44.26,0.0
EDGE_349_43283,"[[12.963985, 77.61563], [12.966485, 77.61813], [12.968985, 77.62063]]",0.7763,44.26,0.0
EDGE_350_43284,"[[12.964691, 77.61689], [12.967191, 77.61939], [12.969691, 77.62189]]",0.7763,44.26,0.0
EDGE_351_43285,"[[12.964059, 77.6166], [12.966559, 77.6191], [12.969059, 77.6216]]",0.7763,44.26,0.0
EDGE_352_43286,"[[12.965633, 77.616745], [12.968133, 77.619245], [12.970633, 77.621745]]",0.7763,44.26,0.0
EDGE_353_43287,"[[12.96335, 77.61334], [12.96585, 77.61584], [12.96835, 77.61834]]",0.7763,44.26,0.0
EDGE_354_43288,"[[12.962985, 77.61521], [12.965485, 77.61771], [12.967985, 77.62021]]",0.7763,44.26,0.0
EDGE_355_43289,"[[12.963304, 77.61511], [12.965804, 77.61761], [12.968304, 77.62011]]",0.7763,44.26,0.0
EDGE_356_43290,"[[12.963766, 77.615974], [12.966266, 77.618474], [12.968766, 77.620974]]",0.7763,44.26,0.0
EDGE_357_43291,"[[12.964357, 77.61605], [12.966857, 77.61855], [12.969357, 77.62105]]",0.7763,44.26,0.0
EDGE_358_43292,"[[12.965051, 77.61541], [12.967551, 77.61791], [12.970051, 77.62041]]",0.7763,44.26,0.0
EDGE_359_43293,"[[12.964702, 77.61645], [12.967202, 77.61895], [12.969702, 77.62145]]",0.7763,44.26,0.0
EDGE_360_43294,"[[12.965612, 77.61489], [12.968112, 77.61739], [12.970612, 77.61989]]",0.7763,44.26,0.0
EDGE_361_43295,"[[12.964387, 77.612045], [12.966887, 77.614545], [12.969387, 77.617045]]",0.7763,44.26,0.0
EDGE_362_43296,"[[12.96491, 77.61323], [12.96741, 77.61573], [12.96991, 77.61823]]",0.7763,44.26,0.0
EDGE_363_43297,"[[12.966738, 77.61299], [12.969238, 77.61549], [12.971738, 77.61799]]",0.7763,44.26,0.0
EDGE_364_43298,"[[12.963249, 77.61404], [12.965749, 77.61654], [12.968249, 77.61904]]",0.7763,44.26,0.0
EDGE_365_43299,"[[12.963201, 77.61242], [12.965701, 77.61492], [12.968201, 77.61742]]",0.7763,44.26,0.0
EDGE_366_43300,"[[12.96493, 77.61225], [12.96743, 77.61475], [12.96993, 77.61725]]",0.7763,44.26,0.0
EDGE_367_43301,"[[12.964779, 77.6129], [12.967279, 77.6154], [12.969779, 77.6179]]",0.7763,44.26,0.0
EDGE_368_43302,"[[12.9691515, 77.59767], [12.9716515, 77.60017], [12.9741515, 77.60267]]",0.7763,44.26,0.0
EDGE_369_43303,"[[12.968698, 77.597374], [12.971198, 77.599874], [12.973698, 77.602374]]",0.7763,44.26,0.0
EDGE_370_43304,"[[12.968369, 77.59618], [12.970869, 77.59868], [12.973369, 77.60118]]",0.7763,44.26,0.0
EDGE_371_43305,"[[12.972404, 77.59831], [12.974904, 77.60081], [12.977404, 77.60331]]",0.7763,44.26,0.0
EDGE_372_43306,"[[12.972596, 77.59896], [12.975096, 77.60146], [12.977596, 77.60396]]",0.7763,44.26,0.0
EDGE_373_43307,"[[12.972464, 77.59779], [12.974964, 77.60029], [12.977464, 77.60279]]",0.7763,44.26,0.0
EDGE_374_43308,"[[12.973589, 77.59895], [12.976089, 77.60145], [12.978589, 77.60395]]",0.7763,44.26,0.0
EDGE_375_43309,"[[12.974182, 77.59733], [12.976682, 77.59983], [12.979182, 77.60233]]",0.7763,44.26,0.0
EDGE_376_43310,"[[12.986737, 77.59436], [12.989237, 77.59686], [12.991737, 77.59936]]",0.7763,44.26,0.0
EDGE_377_43311,"[[12.98697, 77.59383], [12.98947, 77.59633], [12.99197, 77.59883]]",0.7763,44.26,0.0
EDGE_378_43312,"[[12.987388, 77.594154], [12.989888, 77.596654], [12.992388, 77.599154]]",0.7763,44.26,0.0
EDGE_379_43313,"[[12.986688, 77.59495], [12.989188, 77.59745], [12.991688, 77.59995]]",0.7763,44.26,0.0
EDGE_380_43314,"[[12.988013, 77.60154], [12.990513, 77.60404], [12.993013, 77.60654]]",0.7763,44.26,0.0
EDGE_381_43315,"[[12.987686, 77.60128], [12.9901925, 77.603805], [12.992699, 77.60633]]",0.7811,44.47,0.0
EDGE_382_43316,"[[12.987614, 77.6016], [12.990114, 77.6041], [12.992614, 77.6066]]",0.7763,44.26,0.0
EDGE_383_43317,"[[12.987581, 77.60096], [12.990081, 77.60346], [12.992581, 77.60596]]",0.7763,44.26,0.0
EDGE_384_43318,"[[12.979568, 77.60167], [12.982068, 77.60417], [12.984568, 77.60667]]",0.7763,44.26,0.0
EDGE_385_43319,"[[12.980555, 77.60111], [12.983055, 77.60361], [12.985555, 77.60611]]",0.7763,44.26,0.0
EDGE_43320_43321,"[[12.981972, 77.601585], [12.984472, 77.604085], [12.986972, 77.606585]]",0.7763,44.26,0.0
EDGE_43322_43323,"[[12.981015, 77.602135], [12.9835215, 77.60466], [12.986028, 77.607185]]",0.7811,44.47,0.0
EDGE_388_43324,"[[12.980622, 77.6057], [12.983122, 77.6082], [12.985622, 77.6107]]",0.7763,44.26,0.0
EDGE_389_43325,"[[12.98301, 77.60579], [12.98551, 77.60829], [12.98801, 77.61079]]",0.7763,44.26,0.0
EDGE_390_43326,"[[12.980034, 77.59525], [12.982534, 77.59775], [12.985034, 77.60025]]",0.7763,44.26,0.0
EDGE_391_43327,"[[12.974585, 77.59929], [12.977085, 77.60179], [12.979585, 77.60429]]",0.7763,44.26,0.0
EDGE_392_43328,"[[12.980956, 77.59723], [12.983456, 77.59973], [12.985956, 77.60223]]",0.7763,44.26,0.0
EDGE_393_43329,"[[12.980711, 77.59751], [12.9832355, 77.599995], [12.98576, 77.60248]]",0.7779,43.81,0.0
EDGE_394_43330,"[[12.981621, 77.5971], [12.984121, 77.5996], [12.986621, 77.6021]]",0.7763,44.26,0.0
EDGE_395_43331,"[[12.983184, 77.59714], [12.985684, 77.59964], [12.988184, 77.60214]]",0.7763,44.26,0.0
EDGE_396_43332,"[[12.976173, 77.5945], [12.978673, 77.597], [12.981173, 77.5995]]",0.7763,44.26,0.0
EDGE_397_43333,"[[12.9840765, 77.60897], [12.9865765, 77.61147], [12.9890765, 77.61397]]",0.7763,44.26,0.0
EDGE_43334_43335,"[[12.982023, 77.609955], [12.984523, 77.612455], [12.987023, 77.614955]]",0.7763,44.26,0.0
EDGE_399_43336,"[[12.98349, 77.61042], [12.98599, 77.61292], [12.98849, 77.61542]]",0.7763,44.26,0.0
EDGE_400_43337,"[[12.9645, 77.59809], [12.967, 77.60059], [12.9695, 77.60309]]",0.7763,44.26,0.0
EDGE_401_43338,"[[12.9648695, 77.597626], [12.9673695, 77.600126], [12.9698695, 77.602626]]",0.7763,44.26,0.0
EDGE_43339_43340,"[[12.963243, 77.601135], [12.9657625, 77.6036475], [12.968282, 77.60616]]",0.7813,44.18,0.0
EDGE_403_43341,"[[12.965599, 77.59759], [12.968099, 77.60009], [12.970599, 77.60259]]",0.7763,44.26,0.0
EDGE_404_43342,"[[12.964834, 77.596886], [12.967334, 77.599386], [12.969834, 77.601886]]",0.7763,44.26,0.0
EDGE_405_43343,"[[12.96451, 77.59681], [12.96701, 77.59931], [12.96951, 77.60181]]",0.7763,44.26,0.0
EDGE_406_43344,"[[12.966698, 77.60016], [12.969198, 77.60266], [12.971698, 77.60516]]",0.7763,44.26,0.0
EDGE_407_43345,"[[12.967658, 77.59986], [12.970158, 77.60236], [12.972658, 77.60486]]",0.7763,44.26,0.0
EDGE_408_43346,"[[12.963942, 77.59718], [12.966442, 77.59968], [12.968942, 77.60218]]",0.7763,44.26,0.0
EDGE_409_43347,"[[12.963283, 77.59605], [12.965783, 77.59855], [12.968283, 77.60105]]",0.7763,44.26,0.0
EDGE_410_43348,"[[12.967666, 77.60058], [12.970166, 77.60308], [12.972666, 77.60558]]",0.7763,44.26,0.0
EDGE_43349_43350,"[[12.962453, 77.594955], [12.964953, 77.597455], [12.967453, 77.599955]]",0.7763,44.26,0.0
EDGE_412_43351,"[[12.962393, 77.59516], [12.964893, 77.59766], [12.967393, 77.60016]]",0.7763,44.26,0.0
EDGE_413_43352,"[[12.962301, 77.59484], [12.964801, 77.59734], [12.967301, 77.59984]]",0.7763,44.26,0.0
EDGE_414_43353,"[[12.962494, 77.59514], [12.964994, 77.59764], [12.967494, 77.60014]]",0.7763,44.26,0.0
EDGE_415_43354,"[[12.962466, 77.59524], [12.964966, 77.59774], [12.967466, 77.60024]]",0.7763,44.26,0.0
EDGE_416_43355,"[[12.962347, 77.59454], [12.964847, 77.59704], [12.967347, 77.59954]]",0.7763,44.26,0.0
EDGE_417_43356,"[[12.976686, 77.599266], [12.979186, 77.601766], [12.981686, 77.604266]]",0.7763,44.26,0.0
EDGE_418_43357,"[[12.978683, 77.59832], [12.981183, 77.60082], [12.983683, 77.60332]]",0.7763,44.26,0.0
EDGE_419_43358,"[[12.9719305, 77.61059], [12.9744305, 77.61309], [12.9769305, 77.61559]]",0.7763,44.26,0.0
EDGE_420_43359,"[[12.973638, 77.61097], [12.976138, 77.61347], [12.978638, 77.61597]]",0.7763,44.26,0.0
EDGE_421_43360,"[[12.971966, 77.60801], [12.974466, 77.61051], [12.976966, 77.61301]]",0.7763,44.26,0.0
EDGE_422_43361,"[[12.96997, 77.611275], [12.97247, 77.613775], [12.97497, 77.616275]]",0.7763,44.26,0.0
EDGE_423_43362,"[[12.971492, 77.61289], [12.973992, 77.61539], [12.976492, 77.61789]]",0.7763,44.26,0.0
EDGE_424_43363,"[[12.97274, 77.61271], [12.97524, 77.61521], [12.97774, 77.61771]]",0.7763,44.26,0.0
EDGE_425_43364,"[[12.971018, 77.61717], [12.973518, 77.61967], [12.976018, 77.62217]]",0.7763,44.26,0.0
EDGE_426_43365,"[[12.9709835, 77.6167], [12.9734835, 77.6192], [12.9759835, 77.6217]]",0.7763,44.26,0.0
EDGE_427_43366,"[[12.967371, 77.605576], [12.969871, 77.608076], [12.972371, 77.610576]]",0.7763,44.26,0.0
EDGE_428_43367,"[[12.970669, 77.61803], [12.973169, 77.62053], [12.975669, 77.62303]]",0.7763,44.26,0.0
EDGE_429_43368,"[[12.97167, 77.61819], [12.97417, 77.62069], [12.97667, 77.62319]]",0.7763,44.26,0.0
EDGE_430_43369,"[[12.970862, 77.60875], [12.973362, 77.61125], [12.975862, 77.61375]]",0.7763,44.26,0.0
EDGE_431_43370,"[[12.972657, 77.61576], [12.975157, 77.61826], [12.977657, 77.62076]]",0.7763,44.26,0.0
EDGE_432_43371,"[[12.972744, 77.61794], [12.975244, 77.62044], [12.977744, 77.62294]]",0.7763,44.26,0.0
EDGE_433_43372,"[[12.973112, 77.61632], [12.975612, 77.61882], [12.978112, 77.62132]]",0.7763,44.26,0.0
EDGE_434_43373,"[[12.968022, 77.60622], [12.970522, 77.60872], [12.973022, 77.61122]]",0.7763,44.26,0.0
EDGE_435_43374,"[[12.988206, 77.61775], [12.990706, 77.62025], [12.993206, 77.62275]]",0.7763,44.26,0.0
